"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
495231.09185174,136973.95966399,1658084.91012966,1645.06205992652,0,357754.267782641,0,0,843049.426204961,843049.426204961,843049.426204961,25163.1862361791,357754.267782641,1287740.91602245,382776.527598926,51575.6030131695,165.702235037057,272666.39710211,0,0,660809.191217283,843049.426204961,4330351.78315444,65617.6986841021,660809.191217283,1795224.57202869,25163.1862361791,0,272666.39710211,357754.267782641,660809.191217283,0,1377018.04273847,382776.527598926,0,0,0,460272.898606035,25163.1862361791,0,0,807793.556125596,0,656259.167890802,41023.4660605579,0,51575.6030131695,10490.5248771064,65617.6986841021,0,2315503.56169515,11547.997341318,0,0,2511790.87353713,51575.6030131695,1385418.51302755,117193.301697272,0,2909791.47954138,357754.267782641,65617.6986841021,351406.01610071,0
71239.9457786542,0,950735.766315753,0,119113.468301268,0,0,17511.0824035497,987343.45936904,987343.45936904,0,8074.17854107554,919232.33535588,0,0,358155.293778147,3651.50122663714,0,7792.02687640609,0,14916.7502584354,0,1672231.83789865,2709216.97247445,119113.468301268,945219.195446682,8074.17854107554,0,0,919232.33535588,0,13540.7050391331,540310.729598681,0,0,0,11187.9922130534,0,8074.17854107554,995417.637910115,17511.0824035497,44654.6175977374,0,0,0,14916.7502584354,358155.293778147,828671.823950198,0,0,667498.376441025,0,28417.7159525938,0,1075520.655961,358155.293778147,935244.604029548,358155.293778147,0,1031375.89148377,0,0,0,0
0,0,56299.531787647,0,45073.234029531,0,0,30448.8319823372,14729170.0618975,14729170.0618975,0,14063.0357814436,7048743.1728407,339.560313449107,0,6990822.50732445,339.560313449107,0,0,0,56306.4834595393,0,228794.169526368,0,69249.2172761759,30448.8319823372,14063.0357814436,0,0,7048743.1728407,24175.9832466449,6279.80040758457,129096.120267855,1239788.89535427,0,0,0,0,14063.0357814436,13503444.2023247,30448.8319823372,0,0,339.560313449107,0,32130.5002128944,6990822.50732445,11261405.5236675,0,0,212408.373325474,0,0,0,99698.0492585131,6990822.50732445,0,6990822.50732445,0,86755.3154418765,0,0,0,0
0,0,42396.2923234647,0,11899.0153398797,0,0,30497.276983585,3102522.11912997,3102522.11912997,0,34448.8144630791,2603582.77441475,0,0,1190129.00352411,0,0,0,0,32878.209139459,0,181476.528246309,0,32878.209139459,30497.276983585,34448.8144630791,0,0,2603582.77441475,20979.1937995793,0,118101.042123265,8556.54613561857,0,0,0,0,34448.8144630791,3128414.38745743,30497.276983585,34435.1122436727,0,0,0,11899.0153398797,1190129.00352411,2196540.16870664,0,0,185428.065725803,0,0,0,63375.486123044,1190129.00352411,0,1190129.00352411,0,63375.486123044,0,0,0,0
0,0,65150.9655674106,0,36806.0006149245,0,0,28344.9649524861,16338316.1269236,16338316.1269236,0,20235.290907074,5744185.70388514,0,0,8637854.97313239,0,0,0,0,71592.8035188838,0,206247.950201503,0,71592.8035188838,28344.9649524861,20235.290907074,0,0,5744185.70388514,34786.8029039593,0,106310.181730133,1783931.24718895,0,0,0,0,20235.290907074,14574620.1706417,28344.9649524861,0,0,0,0,36806.0006149245,8637854.97313239,12800057.1221411,0,0,198138.27615609,0,0,0,99937.7684713699,8637854.97313239,0,8637854.97313239,0,99937.7684713699,0,0,0,0
0,0,34837.5271588915,0,33685.48473128,0,0,1152.04242761152,20685922.5189334,20685922.5189334,0,26121.3620529464,7415062.87997513,0,0,10907423.0127499,0,0,0,0,78591.1239677857,0,79743.1663953972,0,78591.1239677857,1152.04242761152,26121.3620529464,0,0,7415062.87997513,44905.6392365057,0,0,2302843.78907034,0,0,0,0,26121.3620529464,18409200.091916,1152.04242761152,0,0,0,0,33685.48473128,10907423.0127499,16062909.2109918,0,0,104712.486020732,0,0,0,79743.1663953972,10907423.0127499,0,10907423.0127499,0,79743.1663953972,0,0,0,0
0,0,83137.5311115978,0,0,0,0,86449.6523309041,0,0,0,0,0,0,0,0,0,0,12509.2858154001,0,0,0,377337.192468953,0,0,86449.6523309041,0,0,0,0,0,15821.4070347064,290887.540138049,0,0,0,0,0,0,0,86449.6523309041,0,0,0,0,0,0,0,0,0,290887.540138049,0,0,0,86449.6523309041,0,0,0,0,86449.6523309041,0,0,0,0
5119.13216053146,0,89624.2507516799,0,0,0,0,89624.2507516799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151993.827886038,0,0,104883.459535545,0,0,0,0,0,0,41991.2361899607,0,0,0,0,0,0,0,89624.2507516799,0,0,0,0,0,0,0,0,0,57250.4449738262,0,0,0,104883.459535545,0,0,0,0,94743.3829122114,0,0,0,15259.2087838655
4265.76543432385,0,48425.2836551716,0,9249.10098865901,0,0,54096.8653927208,0,0,0,0,0,0,0,0,0,0,2869.90636395674,0,9249.10098865901,0,355690.156990161,0,9249.10098865901,66812.3420290158,0,0,0,0,0,9864.6598546366,275362.948538163,0,0,7925.92923552838,0,0,0,7925.92923552838,54096.8653927208,0,0,0,0,1323.17175313063,0,0,0,0,297327.526163117,0,0,0,76061.4430176748,0,0,0,0,59685.8025801753,0,0,0,12715.476636295
4030.45486540803,0,45754.020731261,0,8738.89684145272,0,0,51112.7434647551,0,0,0,0,0,0,0,0,0,0,2711.59496366174,0,8738.89684145272,0,336069.375095861,0,8738.89684145272,63126.8017770966,0,0,0,0,0,9320.49990062742,260173.221611903,0,0,7488.71463798116,0,0,0,7488.71463798116,51112.7434647551,0,0,0,0,1250.18220347156,0,0,0,0,280926.176765697,0,0,0,71865.6986185493,0,0,0,0,56393.3805336347,0,0,0,12014.0583123415
3747.63169040755,0,57660.8108798226,0,7959.18697302212,0,0,22889.5683436684,0,0,0,0,0,0,0,0,0,0,2469.65855101011,0,7959.18697302212,0,535007.504389879,0,7959.18697302212,72392.1443771217,0,0,0,0,0,8488.89771066296,450908.541349328,0,0,6820.54967265083,0,0,0,6820.54967265083,22889.5683436684,0,0,0,0,1138.63730037129,0,0,0,0,468718.459960367,0,0,0,80351.3313501439,0,39651.8443954358,0,0,67427.681729883,0,0,0,9850.73163801758
349944.002729766,110001.771738491,1276905.45522701,25294.45740126,12903.6480998829,297113.793691366,0,0,542824.500139459,542824.500139459,542824.500139459,8748.64392065166,297113.793691366,848566.194575619,232879.095405798,30026.0391033627,0,224690.671204795,0,0,404824.255215607,542824.500139459,2953858.98557216,0,406516.569031852,1386907.2269655,8748.64392065166,0,224690.671204795,297113.793691366,395305.234748214,0,807352.892474386,232879.095405798,0,11211.3342836382,0,309945.404733661,8748.64392065166,12903.6480998829,0,556115.752282928,0,425667.938139933,45219.538436918,0,30026.0391033627,0,0,0,1471762.25564417,13756.5774102741,0,0,1843726.04698205,30026.0391033627,1052214.78402222,29197.633318859,0,2117041.32073783,290328.850174261,0,495762.198735166,0
262274.725208023,147389.070537652,1233772.68984903,36344.0460003763,82685.702035161,46714.2802624017,0,16395.3978980893,192537.192297958,192537.192297958,192537.192297958,5143.39930880295,46714.2802624017,471620.240876032,138279.102964762,29298.7398671841,4837.05599030733,231664.057879923,6793.36799235422,0,473518.214532856,192537.192297958,3144324.56075348,0,473734.861130537,1385377.20884651,5143.39930880295,0,231664.057879923,46714.2802624017,391265.805693057,10473.8207902914,1021635.57966476,138279.102964762,0,82469.0554374801,0,54258.0893331964,5143.39930880295,82685.702035161,16395.3978980893,222052.364362853,0,394307.326774609,31960.6052648648,0,29298.7398671841,0,0,0,1750519.57739519,24888.2316355483,0,0,1935202.64152415,29298.7398671841,989393.686868958,28583.8047318713,0,2030031.42314891,46714.2802624017,0,265141.067206516,0
219309.654187913,223458.645817474,1441503.41818862,17426.9945208668,81632.0355632063,168198.718726898,0,0,563282.55424821,563282.55424821,563282.55424821,5980.30328213044,168198.718726898,612595.216363195,316549.062596762,25932.3420874223,1079.5728825372,337692.054957209,0,0,565172.213795506,563282.55424821,3684146.91808059,0,565172.213795506,1665854.67940341,5980.30328213044,0,337692.054957209,168198.718726898,483540.1782323,0,1233190.25155011,316549.062596762,0,81632.0355632063,0,246733.491651448,5980.30328213044,81632.0355632063,0,502439.768403993,0,643302.984269787,40130.9462040379,0,25932.3420874223,0,0,0,2147763.09116642,18728.2398657484,0,0,2291685.94429229,25932.3420874223,1103811.36323141,25667.3495279564,0,2360989.57885806,168198.718726898,0,186621.359268293,0
111454.017663222,0,37134.7004937717,0,67147.6565489397,0,0,0,9037541.12261307,9037541.12261307,0,0,9037541.12261307,0,0,153150.443212187,0,37134.7004937717,0,0,166708.283528836,0,923515.065605336,113492.214392708,166708.283528836,47739.1303396371,0,0,37134.7004937717,9037541.12261307,99560.6269798963,0,597613.634073641,0,0,67147.6565489397,0,0,0,9037541.12261307,0,0,0,0,0,0,153150.443212187,0,0,0,813130.290832625,0,113492.214392708,0,214447.413868473,153150.443212187,0,153150.443212187,0,248149.34513689,0,0,0,10604.4298458654
66685.4480037278,0,80750.9162206276,0,68693.3922829756,0,0,16583.6416192877,2269422.21212125,2269422.21212125,0,0,2269422.21212125,0,0,138695.37805188,0,7961.1002616062,2895.84732300812,0,113202.640526566,0,2081144.65549156,57203.3214517246,113202.640526566,115106.652578797,0,0,7961.1002616062,2269422.21212125,44509.2482435904,15383.06526625,1786149.91438247,0,0,0,0,0,0,2269422.21212125,16583.6416192877,0,0,0,0,68693.3922829756,138695.37805188,0,0,0,1998843.88854407,0,57203.3214517246,0,228309.293105363,138695.37805188,0,138695.37805188,0,204432.830411188,0,0,0,90561.9106979035
0,0,90663.0252628361,0,31992.2813537614,0,0,79931.3569222546,18649043.2053796,18649043.2053796,0,0,5180159.34433863,0,0,6260539.28374946,0,0,0,0,126133.038637665,0,571251.678254295,0,137778.864367914,89206.5929326237,0,0,0,5180159.34433863,105786.583014153,9614.78728293009,344266.220953757,3575870.41376247,0,0,0,0,0,15073172.7916171,79931.3569222546,0,0,0,0,20346.4556235116,6260539.28374946,13414094.7174957,0,0,491320.32133204,0,0,0,226985.457300538,6260539.28374946,0,6260539.28374946,0,206064.395559919,0,0,0,9275.23601036913
7436.51809064961,0,69098.7650082617,0,0,0,0,8640.57620964777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426301.449573557,0,0,83420.3962129808,0,0,0,0,0,0,335444.535269927,0,0,0,0,0,0,0,8640.57620964777,0,0,0,0,0,0,0,0,0,349766.166474646,0,0,0,83420.3962129808,0,60458.1887986139,0,0,76535.2830989113,0,0,0,14321.6312047191
23018.5674428284,426.521164696371,228526.232182122,18351.8694617274,77338.7938774239,0,0,154471.084872348,0,0,0,0,0,112779.410696357,0,0,112779.410696357,0,29323.7327819931,0,77338.7938774239,0,836740.033699348,708.450353777768,77338.7938774239,226409.740205052,0,0,0,0,0,45150.1021078837,509972.932174044,0,0,28549.2614542499,0,0,0,28549.2614542499,154471.084872348,18351.8694617274,0,113666.442712144,0,48789.532423174,0,0,0,0,618695.592644061,0,708.450353777768,0,303748.534082476,0,41091.9842124913,0,0,267797.690115538,0,0,0,30420.1499555165
0,0,118385.878725644,0,98318.5717585513,0,0,33280.6799919595,356992.090863549,356992.090863549,0,4934.34491684942,213340.260333537,0,0,86219.3746122349,0,0,2226.21245213693,0,98318.5717585513,0,2220903.77466831,0,98318.5717585513,59021.3859915463,4934.34491684942,0,0,213340.260333537,0,15439.5854770042,2063563.81691821,0,0,0,0,0,4934.34491684942,361926.435780398,33280.6799919595,14195.9635121277,0,0,0,98318.5717585513,86219.3746122349,181590.790466167,0,0,2192557.4395932,0,0,0,157339.957750098,86219.3746122349,0,86219.3746122349,0,131599.251750511,0,0,0,25740.7059995868
0,0,8661.18237465129,0,0,0,0,8661.18237465129,2045166.17634252,2045166.17634252,0,9391.00886120982,1922503.98445371,0,0,0,0,0,0,0,0,0,8661.18237465129,50487.7845756121,0,8661.18237465129,9391.00886120982,0,0,1922503.98445371,0,0,0,0,0,0,0,0,9391.00886120982,2054557.18520373,8661.18237465129,350904.548880201,0,0,0,0,0,715421.556003027,0,0,9391.00886120982,0,50487.7845756121,0,8661.18237465129,0,0,0,0,8661.18237465129,0,0,0,0
0,0,87217.0936664411,0,77255.0780671554,0,0,20889.8124135869,888719.625807324,888719.625807324,0,4080.82921457915,835417.210317997,0,0,0,0,0,1841.13453064827,0,77255.0780671554,0,1785787.29776737,21939.2856849028,77255.0780671554,42178.0334068767,4080.82921457915,0,0,835417.210317997,0,12768.9313449495,1666354.18629334,0,0,0,0,0,4080.82921457915,892800.455021903,20889.8124135869,152484.313002188,0,0,0,77255.0780671554,0,310883.870905081,0,0,1768978.31456836,0,21939.2856849028,0,119433.111474032,0,0,0,0,98144.8904807423,0,0,0,21288.2209932897
0,0,118385.878725644,0,98318.5717585513,0,0,33280.6799919595,356992.090863549,356992.090863549,0,4934.34491684942,213340.260333537,0,0,86219.3746122349,0,0,2226.21245213693,0,98318.5717585513,0,2220903.77466831,0,98318.5717585513,59021.3859915463,4934.34491684942,0,0,213340.260333537,0,15439.5854770042,2063563.81691821,0,0,0,0,0,4934.34491684942,361926.435780398,33280.6799919595,14195.9635121277,0,0,0,98318.5717585513,86219.3746122349,181590.790466167,0,0,2192557.4395932,0,0,0,157339.957750098,86219.3746122349,0,86219.3746122349,0,131599.251750511,0,0,0,25740.7059995868
0,0,880996.929599977,0,42199.2582834687,0,0,39661.1196712379,0,0,0,0,0,0,0,5232.01406046871,0,0,22822.9065255964,0,42199.2582834687,0,2559175.87994319,3114953.25393357,42199.2582834687,904538.403301601,0,0,0,0,0,26958.1051879221,1632001.580653,0,0,0,0,0,0,0,39661.1196712379,8552.72537461908,0,0,0,42199.2582834687,0,524978.589037033,0,0,1735806.37225923,0,0,0,946737.66158507,5232.01406046871,803271.750307596,5232.01406046871,0,885132.128262303,0,0,0,61605.5333227675
0,0,38903.4134350734,0,7133.18589067141,0,0,38959.3294966698,2028820.79878824,2028820.79878824,0,924.999817567427,1980967.19295324,0,0,0,0,0,6440.22969181174,0,34652.7402952726,0,163607.737187608,176465.850693357,34652.7402952726,38959.3294966698,924.999817567427,0,0,1980967.19295324,27519.5544046012,13629.3316440796,89995.6673956652,0,0,0,0,0,924.999817567427,2029745.79860581,38959.3294966698,141127.74031394,0,0,0,7133.18589067141,0,291770.052289644,0,0,125573.407508505,0,176465.850693357,0,73612.0697919425,0,0,0,0,73612.0697919425,0,0,0,0
0,0,38903.4134350734,0,7133.18589067141,0,0,38959.3294966698,2028820.79878824,2028820.79878824,0,924.999817567427,1980967.19295324,0,0,0,0,0,6440.22969181174,0,34652.7402952726,0,163607.737187608,176465.850693357,34652.7402952726,38959.3294966698,924.999817567427,0,0,1980967.19295324,27519.5544046012,13629.3316440796,89995.6673956652,0,0,0,0,0,924.999817567427,2029745.79860581,38959.3294966698,141127.74031394,0,0,0,7133.18589067141,0,291770.052289644,0,0,125573.407508505,0,176465.850693357,0,73612.0697919425,0,0,0,0,73612.0697919425,0,0,0,0
0,0,107046.217304694,0,21317.5868649761,0,0,107213.322931618,1897152.46182571,1897152.46182571,0,9356.12522209161,1841546.57377135,0,0,292397.805211017,0,0,19246.6813552608,0,21317.5868649761,0,397483.729277654,296698.792654583,21317.5868649761,107213.322931618,9356.12522209161,0,0,1841546.57377135,0,40731.3738471615,268952.81948106,0,0,0,0,0,9356.12522209161,1906508.5870478,107213.322931618,80600.2145124005,0,0,0,21317.5868649761,292397.805211017,353833.248570067,0,0,299626.531568127,0,184299.115755082,0,128530.909796594,292397.805211017,0,292397.805211017,0,128530.909796594,0,0,0,0
0,0,60185.8647381532,0,22279.9503912219,0,0,60360.5142001939,2251099.61404966,2251099.61404966,0,2889.16486450233,2101632.60444331,0,0,0,0,0,20115.5556915024,0,22279.9503912219,0,363734.920243068,102110.911419483,22279.9503912219,60360.5142001939,2889.16486450233,0,0,2101632.60444331,0,42570.155544765,281094.455651653,0,0,0,0,0,2889.16486450233,2253988.77891416,60360.5142001939,440801.501771023,0,0,0,22279.9503912219,0,875609.023229564,0,0,306263.570907377,0,102110.911419483,0,82640.4645914158,0,0,0,0,82640.4645914158,0,0,0,0
44892.0507963862,0,67671.421293548,0,59913.7402765855,0,0,13785.5909151858,6448639.14957501,6448639.14957501,0,0,6448639.14957501,0,0,425604.318560978,0,4352.42044092777,2407.24971416384,0,188760.840120638,0,2718616.91674139,199441.795699918,188760.840120638,86614.3161670753,0,0,4352.42044092777,6448639.14957501,128847.099844053,12787.5800533149,2398349.70965729,0,0,0,0,0,0,6448639.14957501,13785.5909151858,0,0,0,0,59913.7402765855,425604.318560978,0,0,0,2659939.27502982,0,199441.795699918,0,275375.156287714,425604.318560978,0,425604.318560978,0,251790.902273138,0,0,0,68476.3048109617
66182.5573264154,0,75437.4344176524,14762.0081906535,117573.292956956,0,0,15132.8218662989,3750804.87100297,3750804.87100297,0,0,3750804.87100297,0,0,325666.429702497,0,3012.74608889715,1889.44591638598,0,216635.838645027,0,2255584.39313326,145391.764748334,216635.838645027,90305.6781036829,0,0,3012.74608889715,3750804.87100297,99062.5456880704,10036.9482941603,1882460.31905814,0,0,70547.1073331993,0,0,0,3821351.97833617,15132.8218662989,14762.0081906535,0,0,0,47026.1856237571,325666.429702497,0,0,0,2155855.83072407,0,145391.764748334,0,306941.51674871,325666.429702497,18413.1832164736,325666.429702497,0,248830.039809913,0,0,0,53746.9269320132
60362.2825197538,0,80532.3375550745,0,66225.5395810771,0,0,15237.8768640982,6383291.52302739,6383291.52302739,0,0,6383291.52302739,0,0,586066.306441401,0,10542.7996320311,2660.84892198253,0,246629.610984899,0,3322246.29042448,204750.777537848,246629.610984899,110295.036030504,0,0,10542.7996320311,6383291.52302739,180404.071403822,14134.7274441144,2904959.36088932,0,0,0,0,0,0,6383291.52302739,15237.8768640982,0,0,0,0,66225.5395810771,586066.306441401,0,0,0,3247535.87420036,0,204750.777537848,0,356924.647015403,586066.306441401,0,586066.306441401,0,332772.570000782,0,0,0,84514.3595343742
55959.7547649099,0,83714.4017904431,0,74684.8975141079,0,0,17184.2959548034,5856104.73897225,5856104.73897225,0,0,5856104.73897225,0,0,517208.946536992,0,4784.70941031718,3000.73401131748,0,232011.628867427,0,3384938.66527259,230904.737554112,232011.628867427,107327.485462383,0,0,4784.70941031718,5856104.73897225,157326.731353319,15940.2351001029,2989639.79617787,0,0,0,0,0,0,5856104.73897225,17184.2959548034,0,0,0,0,74684.8975141079,517208.946536992,0,0,0,3311794.61455288,0,230904.737554112,0,339339.11432981,517208.946536992,0,517208.946536992,0,309940.388997457,0,0,0,85358.4800972627
150716.095319633,0,508888.113363603,0,31307.9683907277,0,0,15937.0546640211,57818.254419632,57818.254419632,0,0,57818.254419632,0,0,3943.34136877675,0,0,226.857824876442,0,31307.9683907277,0,3655437.74795217,678349.351772948,31307.9683907277,524674.866935324,0,0,0,57818.254419632,0,889.814641139314,3057655.17803711,0,0,0,0,0,0,57818.254419632,15937.0546640211,6446.14395063393,0,107909.243683547,0,31307.9683907277,0,6446.14395063393,0,0,3135394.91157403,0,0,0,555982.835326051,3943.34136877675,462306.047125117,3943.34136877675,0,660267.165499499,0,0,0,46431.7651461856
110204.187267478,0,755113.409927285,0,28989.0692132465,0,0,14030.6208464215,42276.929507938,42276.929507938,0,0,42276.929507938,0,0,2883.38634133693,0,0,1945.02257243314,0,28989.0692132465,0,3282764.46722729,2012965.74911575,28989.0692132465,761158.424195625,0,0,0,42276.929507938,0,3028.02119823164,2462052.84748135,0,0,0,0,0,0,42276.929507938,14030.6208464215,4713.44519364177,0,78903.6530808027,0,28989.0692132465,0,289318.047625451,0,0,2524993.00155039,0,0,0,790147.493408871,2883.38634133693,713176.718493416,2883.38634133693,0,866400.595820562,0,0,0,33951.0848557872
0,0,115654.187681,0,114231.6597,0,0,5579.645426,0,0,0,0,0,0,0,24727,0,0,1422.527981,0,114231.6597,0,4926069.959726,1712654,114231.6597,296733.301526,0,0,0,0,0,5579.645426,4490377.9985,0,0,0,0,0,0,0,5579.645426,40421,0,0,0,114231.6597,0,40421,0,0,4895763.3143,0,0,0,410964.961226,24727,0,24727,0,119811.305126,0,0,0,291153.6561
0,0,115654.187681,0,114231.6597,0,0,5579.645426,0,0,0,0,0,0,0,24727,0,0,1422.527981,0,114231.6597,0,4926069.959726,1712654,114231.6597,296733.301526,0,0,0,0,0,5579.645426,4490377.9985,0,0,0,0,0,0,0,5579.645426,40421,0,0,0,114231.6597,0,40421,0,0,4895763.3143,0,0,0,410964.961226,24727,0,24727,0,119811.305126,0,0,0,291153.6561
170322.851659857,114223.386815261,1811291.71515863,394.477717535299,31862.0094376235,553811.193939152,0,0,1953975.85447993,1953975.85447993,1953975.85447993,39773.6535696349,553811.193939152,1288015.56077706,1073454.84121748,24287.2500554779,495.395701855817,302580.481222528,0,0,875676.26983405,1953975.85447993,4371366.44960378,0,875676.26983405,1926010.49767574,39773.6535696349,0,302580.481222528,553811.193939152,843814.260396427,0,1399581.15482547,1073454.84121748,0,31862.0094376235,0,880521.013262447,39773.6535696349,31862.0094376235,0,1627660.51287417,0,749691.468928258,26879.4009917342,0,24287.2500554779,0,0,0,2604569.11220404,17981.5850632425,0,0,2845046.52867918,24287.2500554779,1508711.2339361,24287.2500554779,0,2914611.78246304,533750.729775334,0,164136.709829438,0
232676.0457564,66023.9831140723,2155038.19568922,502.161125545981,178.647213607899,791158.537002835,0,0,2525077.39042242,2525077.39042242,2525077.39042242,41870.5986565266,791158.537002835,1695859.91559528,1278439.92942047,25212.0404756925,1064.54397811624,275875.94799384,0,0,1025449.48433232,2525077.39042242,4886867.05978614,3783.25629167819,1025449.48433232,2222126.72278141,41870.5986565266,0,275875.94799384,791158.537002835,1025270.83711871,0,1406711.91185214,1278439.92942047,0,178.647213607899,0,1246637.46100195,41870.5986565266,178.647213607899,0,2073883.88384053,0,745182.216848435,10837.084564082,0,25212.0404756925,0,3783.25629167819,0,2728956.84762148,31684.1308642124,0,0,3262923.89802241,25212.0404756925,1879162.24769538,28995.2967673707,0,3443864.49900125,770727.24030116,3783.25629167819,235316.710447389,0
1832549.47997228,519665.413879198,19920296.2384622,10322.1778801266,0,104243.94073681,0,32757.1786112275,4452570.80275032,4452570.80275032,4452570.80275032,191495.100913363,104243.94073681,13195434.415554,4348326.86201351,4246273.30148308,21285.150188775,6622077.06222387,0,0,1417423.1198283,4452570.80275032,23864953.0411045,3395543.64004687,1417423.1198283,20463561.0714378,191495.100913363,0,6622077.06222387,104243.94073681,1417423.1198283,4728.21993613727,168912.438497039,4348326.86201351,0,0,0,104243.94073681,191495.100913363,0,32757.1786112275,9041877.46088133,0,0,705.57831287856,0,1274979.23419484,1694980.86515251,3395543.64004687,0,4755265.23117314,0,0,3004917.00957565,24904559.053649,4246273.30148308,13270190.2175632,6458376.10132594,0,22957739.6650908,104243.94073681,3395543.64004687,8547068.47059788,0
1588213.89848058,297723.514683894,14217923.0130399,13280.5410593193,5110.86474164874,98480.5250536349,0,27903.4829259823,3312732.92576898,3312732.92576898,3312732.92576898,15073.5201096507,98480.5250536349,9185360.3336331,3214252.40071535,2021154.80099277,15078.6792309526,4953090.29241509,0,0,858561.018496161,3312732.92576898,17079960.4473345,3106141.36012107,858561.018496161,14532696.5660794,15073.5201096507,0,4953090.29241509,98480.5250536349,853450.153754512,4027.63027378296,112337.44214612,3214252.40071535,0,5110.86474164874,0,98480.5250536349,15073.5201096507,5110.86474164874,27903.4829259823,6661443.85967549,0,0,6555.7085003582,0,262549.255632774,1232956.19752433,3106141.36012107,0,3532257.5611578,0,1869.99087526947,1772575.60533786,17185027.239623,2021154.80099277,9240956.86797265,4898007.12838773,0,16240695.1791959,88797.9106811632,3106141.36012107,6329696.25897243,0
1027350.91308822,606871.996820692,13813296.1707943,0,0,22847.4462493376,0,53381.3870099678,2563897.8589735,2563897.8589735,2563897.8589735,312062.104422674,22847.4462493376,10288791.320605,2541050.41272416,4187402.54868861,16750.1724565775,3448741.0121423,0,0,1428473.45958027,2563897.8589735,17042255.5852769,1156601.58115916,1428473.45958027,14444623.4889574,312062.104422674,0,3448741.0121423,22847.4462493376,1428473.45958027,7705.14888582863,156312.082449126,2541050.41272416,0,0,0,22847.4462493376,312062.104422674,0,53381.3870099678,5649045.06501988,0,0,1149.81663813687,0,2075001.26619263,1344045.0118452,1156601.58115916,0,3035860.60986436,0,0,2404428.96160187,18288954.1759265,4187402.54868861,10318878.9205278,3415458.50496055,0,16897841.7486749,22847.4462493376,1156601.58115916,5713516.82100823,0
619089.217017158,185886.215164154,6831131.00162078,0,15188.9701700552,9980.39799542478,0,0,434999.254757188,434999.254757188,434999.254757188,0,9980.39799542478,5468358.09574668,425018.856761763,470151.760118327,9994.45151369928,1350929.26326073,0,0,111505.652708034,434999.254757188,7757606.53802383,1608180.86078821,111505.652708034,7027011.66829864,0,0,1350929.26326073,9980.39799542478,96316.682537979,0,9994.45151369928,425018.856761763,0,15188.9701700552,0,9980.39799542478,0,15188.9701700552,0,2046343.3005095,0,0,10205.0550685675,0,3163.18496410457,457934.829504722,1608180.86078821,0,453495.888412313,0,0,524062.658848962,7680971.63413492,470151.760118327,5480201.73836006,2075169.43594243,0,7290728.02685108,0,1608180.86078821,3125809.68320326,0
709323.595130597,267456.99017449,7455896.44146717,0,28085.7102724289,60713.5623740957,0,0,1323941.42901442,1323941.42901442,1323941.42901442,33357.2120812825,60713.5623740957,5765063.50694712,1263227.86664032,1336756.06835373,2212.54536471727,1636081.22312688,0,0,460480.491451115,1323941.42901442,8925581.51843729,1528307.92874031,488566.201723544,7725565.97700637,33357.2120812825,0,1636081.22312688,60713.5623740957,488566.201723544,0,2212.54536471727,1263227.86664032,0,0,0,60713.5623740957,47540.3512061255,28085.7102724289,0,2906697.98682666,0,0,16842.5496997347,0,285467.351914367,1335925.18985125,1528307.92874031,0,1190189.13931484,0,3387.20855600546,408749.523556522,8646839.66902348,1336756.06835373,5819815.21834028,2810615.3680221,0,8331551.54441481,0,1528307.92874031,3826161.46549762,0
607530.6468,156791.53971,8334478.513,0,0,0,0,0,1027329,1027329,1027329,0,0,6454274.513,1027329,712441,0,1880204,0,0,137871,1027329,9236671.69951,1786444,137871,8491270.05271,0,0,1880204,0,137871,0,0,1027329,0,0,0,0,0,0,0,2813773,0,0,10563,0,0,468595,1786444,0,669584.400527,0,0,358437.4009,9004958.775258,712441,6454274.513,2498885,0,8237285.10041,0,1786444,3336936.01,0
698701.659805435,224278.379405785,7248978.49145668,0,52024.540607487,0,0,0,1228540.71848954,1228540.71848954,1228540.71848954,6158.80993125828,0,5421132.0200059,1228540.71848954,1054786.86249032,627.448772973236,1715353.32521831,0,0,345648.982809172,1228540.71848954,8570259.50285753,1148815.58076105,397673.523416659,7473884.31963544,6158.80993125828,0,1715353.32521831,0,397673.523416659,0,627.448772973236,1228540.71848954,0,0,0,0,6158.80993125828,52024.540607487,0,2377356.29925059,0,0,5108.06881570676,0,219304.965575868,1523493.37866594,1148815.58076105,0,921848.672110874,0,0,304588.001604801,8184550.64244324,1054786.86249032,5533625.16623837,2203602.44325137,0,7655437.154524,0,1148815.58076105,3495598.20814288,0
