"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
97.9533830452448,61.6979015211365,1003.05543754397,140.98096295509,21.4933123930431,47.2052498329005,108.040390749526,70.7785824774466,97.1642997056323,81.8235608727403,109.190239334581,23.3878942618305,4.02075511382296,55.0176667820349,74.6644671735432,65.8429965694104,29.4322267271601,41.3819954856404,79.7142443352336,326.175944666368,129.615602548722,40.256042328792,59.0281048192026,447.340162423063,89.2444832251784,45.6130673327248,32.9240025253025,254.483519944611,55.795830601118,287.141026335927,132.828266068239,38.147810039318,64.4163364331388,416.502064388421,227.535035715427,40.9099264871908,304.521961682402,249.441339034717,246.932026686536,175.02391082803,421.510109986664,11.8866448813575,19.6001675032155,308.003999281918,61.3200662387722,59.3622389793475,39.1327871935467,154.639516463454
37.4946047771386,11.9747294099934,453.32193317234,14.5036226624501,3.68226898932732,6.93439329692705,104.405433012494,18.5873353859219,16.6624916258711,12.4699465692512,19.2070326245,3.31269500977399,2.11040445065152,16.9272695083756,12.2408173034521,1.29103239101292,6.06728906369111,4.94960040274563,9.29767334166698,72.863400889995,50.8269613687404,7.99107877564848,15.7642150144076,225.011709694456,26.4499891391366,12.7550172934668,8.89564214071309,55.0041111924769,11.8806598890636,81.9604336068405,23.6432125166706,5.40867189294826,12.9858595975617,630.252353222073,263.07327992175,14.2015581172739,96.5425249894174,47.4432618214281,107.975344440044,89.3370174189868,232.266888811958,2.92554439521666,5.04384446270925,73.165801356918,7.98696234455074,24.5125459235898,7.08156603096001,39.7031616826308
33.9350645898965,25.8728785956046,355.350579736862,45.3965699500105,7.95068577439526,26.1057295200906,58.0123212424619,40.088286207112,29.4140946069277,29.0783707893116,71.5171577586963,7.70430132510867,1.21258688792061,20.0337487613351,28.2860152180866,15.6238483313771,10.7640569046086,15.8125541772876,43.608187663984,104.202930011769,14.9068518384379,11.2216599387331,18.0701834851489,207.216294314612,30.0844160958441,7.98800399539963,9.13235056906446,163.481137834167,16.7669625208271,65.8983354971733,22.0250386010022,10.1809181671592,35.5368803165124,281.013107811975,90.9715453271782,12.1485322625222,132.406184013132,49.4263161842431,117.556935109096,62.4469780737148,77.9125850707582,3.42135543829642,5.03954690201238,111.81429941298,37.7041665375363,23.2824976861982,18.5460798932292,48.7334552739288
96.2024023348025,60.2089588176708,2745.4957969768,106.651907787374,22.7680974031745,32.8747350227658,249.184729763071,82.8701580889822,62.3643775527464,54.61362934245,76.4962314100835,9.98460277910068,3.59447202872491,49.7456947188122,61.677378199771,42.3065588758691,26.6685702626825,30.0851847969698,56.4155455743366,673.295637808025,120.439764786278,18.8569687220177,53.7533474668023,697.552484251672,85.2833971241488,29.8252436524387,23.8885320561106,211.88171743235,42.8333327537062,398.754632341014,62.4165222746227,17.7757168043276,65.4972438842017,1903.96030802073,565.945265520847,65.5915582224245,349.76860664732,158.802502074427,282.348172381782,312.280445835076,299.606599766556,13.9034944707693,11.3268445613903,212.723684702044,38.7137743988824,157.981608378256,27.9331042492885,311.688393745961
15.8636931616828,7.11550928382715,765.072834177355,39.4086870394482,1.8980749527282,3.79239900600978,10.1677515295191,7.37599418085263,11.1295777158589,13.3827541845047,7.05442858750256,2.12010744739208,0.209958990340585,10.4126244931868,9.57307594416813,7.08505209886157,4.73972450402431,7.10186966575474,11.909260994059,93.8676662302943,110.003010352402,4.80645946663017,15.3053877802048,100.443280223184,9.87663624119403,13.458851179235,7.42535229592662,21.6592553714323,11.3704749144955,183.4512332487,57.9307734756176,5.13046356172964,5.7525379114201,47.7451246811544,91.4891901599811,16.1750635952397,38.8859072935609,62.6954202437106,24.4832834368117,109.0411073668,37.3677229591694,2.25679498314286,2.362474595621,54.33078568259,7.31960341794707,45.2032687810497,5.28703485979479,100.834207488504
50.888273014654,30.9393074101765,3136.31919240785,127.922481510249,10.9403385711017,15.0137114460089,85.1616773604202,43.4900778593842,27.5572547585389,35.4903524604672,39.7626816625626,4.1306885653076,1.48039584073516,22.7298681302232,34.3272229706279,26.723115829002,20.5259390794694,20.4770184369456,27.7620702014711,389.688156994988,50.1388487871066,9.02044612957386,30.8688290142378,426.709504547796,45.0463851776231,25.0761972304493,15.4067747545944,107.345646071335,30.6374988572432,346.660681755883,32.8832990657596,9.56318378686931,32.1492343868083,846.906076549112,400.644139548609,43.1402549317722,179.759073791963,70.7795123652359,146.451629075143,265.760975182602,65.3996231688074,8.71746151547573,7.10250346337256,111.238826684141,19.1035532468385,90.0792934844293,12.2505682758314,324.301346156148
2159.20241136782,121.787741430061,37343.0149047601,1373.8185079025,40.4528795653971,40.1787471953742,1978.3977563306,110.636051844103,250.966122409117,119.929317660053,92.4402949471838,955.717147228634,21.0901059218789,2679.42615308331,103.080095152872,52.7211444582815,84.5093944459846,277.663104588354,86.9763595748553,7887.88375277205,4421.64847912929,129.688803200467,770.116521895424,1039.68917226075,334.370999641551,414.362954245535,196.387134980971,241.401731244745,462.571322854666,5008.39740005337,276.804183081087,48.5961538197395,97.5212161068604,6093.56906610142,12059.7433608795,2149.14039439539,3182.07845825933,9114.22298417728,2721.19609989572,2708.84866495237,1644.98964569229,23.5523297481013,19.7051293217046,2708.38444597391,77.1364368658561,3339.46835369433,141.891045868141,5483.90962059534
90.6142225650051,67.7548269220381,2726.78547005715,79.6093786802018,16.8093331904687,21.4361395575139,180.814217947947,62.5909960884708,40.1636997537009,56.4139306720262,51.6794590624819,11.9616380683569,4.28985697925362,48.3175004177346,54.0965486630832,27.8358735721957,16.7085406413208,19.8563175176777,34.560130779878,576.107334495731,118.611913198926,18.7050711543013,65.2990836843855,302.444756167698,70.4726081457769,32.5424000814178,30.628548805882,134.942653063735,55.3541019281417,350.584818314862,36.0429345503607,16.8397291356616,54.1621477386753,968.818203376318,305.667506307679,61.7749821587012,191.566507093545,133.713645465736,282.646651347603,225.264656735109,113.043640958648,10.2046323352242,11.7033185893768,247.874221682167,22.3165432463616,100.669495363971,18.0085253645316,237.961646369268
42.4541417639255,33.9633281459851,1116.0909746013,77.8179439767671,6.70195193943029,7.60713276943478,108.813431079712,22.0690995806279,17.3581973960853,30.1694389743462,17.5160951419102,7.55392253714992,2.02982925163176,26.0493622520582,19.8834234745206,9.26892456317323,8.15357154425784,10.0952242327703,17.6446568070695,226.128351598006,36.2212913487789,10.3254684660018,34.5117496484279,93.2101671471406,33.7161583812103,15.4439239856841,15.0315731231941,47.7206130824334,28.0090838285428,120.496879197613,10.1129368566482,7.90094913967799,20.3311597173767,195.134945191217,101.539530587438,31.3094950081567,85.5947273755593,74.6096926312697,107.552118110093,68.6968153302605,48.4956293273614,3.40494578476536,4.41624182933799,77.9170911479062,10.0774569045262,50.9171541737087,6.80195668043669,86.41740464085
23.133170175422,17.7151767961155,1145.95828756974,69.6757051885237,4.96053120731923,10.2201910310804,101.309651371699,22.2118558372988,11.5475866102826,17.1673025986946,22.5355974740733,2.88581943151772,0.751188026830811,13.9792086330938,16.9285570650328,8.12444589976964,7.36575706014631,9.63024754660553,21.6046457703463,124.107495148116,16.4517531746996,6.25831053270708,12.0691868647291,67.0578744750178,21.4517510811607,9.09361435963979,6.71017066778709,54.2220059892283,11.1477144525032,95.4666093470672,4.40369774600115,4.41525380812878,18.2382384786941,349.095359851767,70.192141595299,22.9085374918364,45.8434989463069,20.553012427477,93.962749279696,72.2241802115238,28.6960094794864,3.40125681981229,2.67912466314798,67.1616693336931,9.04792538435823,36.6190330412923,6.40124256470272,65.9454842852969
13.3767426179092,17.1950403454054,187.224182522664,29.1190516769164,2.6846248945298,5.03613825737469,97.1463662163,10.3686710085267,7.73934833740291,15.4333627728871,10.7000466125038,1.72569870687408,0.646858823270102,7.05290533727182,12.066770894838,3.76643916159371,2.22813959135666,4.52313045035596,11.5156525848236,22.1213499020772,6.63979020974358,3.5105445304533,10.9706263241396,14.4073479874837,15.4253333831375,6.06047710980151,7.10080433058196,34.4956611783691,13.3249631138641,16.7523909104412,3.14002504126267,4.80555044465511,12.7342154485947,65.4586295728844,16.0302442294657,14.3474234551162,14.4739034203511,15.4588927149804,53.3380810217936,10.5950061700496,14.8560513497615,1.70070636244448,2.0791267076931,18.9520089855474,4.81909359173218,9.91106765056944,3.08324047792006,7.92642136252308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.8458132527323,31.5474956843424,2668.35038688711,95.4461526305625,11.4423695228281,22.3655861865737,57.3537291866461,30.0328551879588,38.4171660597308,44.0248107223775,44.6863506050043,9.47154676691307,0.709655786746424,31.2475371078635,35.8348503535848,29.6183102294955,18.8297746477815,30.2719313383686,24.1651843450936,775.213738799828,624.685990081297,20.3107491509157,50.9494465343633,321.59663969913,35.102902187181,62.954948744083,18.8526467497549,90.409698637731,18.0878314549302,628.929463888005,65.3760850821341,15.6412437154909,26.780363244388,160.55303127072,407.72985165058,54.6814098078615,228.899312555396,144.157160389339,84.5649065582383,420.968225676135,182.55727034665,10.2095330172587,5.30490849300727,361.000503984293,27.0035654641241,268.767964721537,19.7843800646907,551.034841630451
25.3020375156918,18.1437162081695,317.0027637498,36.6942853135464,5.7547151633251,10.3949867355711,11.4669766779526,14.8969937598701,20.7198735011034,21.2758440448961,20.1103865565445,4.0471553933272,0.337592113081145,14.0820567876396,16.339891827215,10.890593956805,5.58394223915018,14.1232800553623,14.9217438017454,85.0754913531206,42.1353835197085,13.7835754802903,19.9645218698508,167.689665133023,16.5021043793464,13.960885467095,9.62581591520921,52.5563633498701,20.357661352549,94.9204941855239,31.1779810882644,9.99155923314705,11.4866170527392,35.9864345019029,36.4470254910402,8.34682261078389,33.2293474229967,73.5593054840853,55.2362546902923,27.6488214084025,48.1721538016096,3.97705941109801,4.39278137303178,91.0411635102354,11.6041501741059,18.354906771755,6.74569764444936,48.9443823887163
32.7978089745702,12.9261741593607,806.953377050402,22.7889461754581,4.95751105612776,9.20213724480944,36.5524622003779,12.703228345485,21.7626609038959,22.082914114002,17.740992748998,3.70612940213237,0.276359703815679,11.3346250505846,12.9253117757847,17.127049598292,5.73122551678028,8.67814921066155,6.79606237637971,409.917960104235,58.0595484684427,6.67498126640529,20.9450914999797,300.187299780076,16.2736414949113,13.6977740848891,5.99579599451181,41.6346841936011,6.37848734068411,167.605515604578,17.9898631914166,6.74423223716081,13.9947844884002,607.518029169189,164.888567182175,10.5626939009118,126.618205703294,55.7646327191812,44.2167355996312,174.953220217994,61.7577339042693,5.10436534887999,2.05669077348732,68.9330331327459,11.0401259556102,28.5052498290728,9.8479371915976,153.186343337857
77.1413670424617,44.591223425318,1771.40485751195,107.849402676577,15.0626643256162,30.1175290113659,71.1648511207268,50.8894543129394,63.5988224269608,65.1762265626778,67.9651092870862,17.2718068036129,1.14397976438228,48.1973088548192,57.3955859005413,54.0664034374736,23.870077615386,40.9935852171922,66.8257673567401,474.36974066523,248.507191515888,26.3815754936749,65.4997538413095,548.378849410839,53.0435110223133,40.8182610906217,22.6537423647008,165.021681188181,38.6661552655795,474.766173471731,161.498355579754,28.0464576781459,41.4612793178039,338.661067130795,266.747161382746,45.2168881262799,253.832534860617,223.943976426141,140.516503574708,271.724511833962,552.825349287225,11.3360670537534,9.59528839119885,358.360868564937,42.560226089342,100.084706511948,30.2896819424905,263.309956325834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0235709117305,6.98347507789607,726.589055285746,45.9308073440738,2.0535458834992,3.10262504878042,9.79822348632213,9.7944474328415,7.57076405964455,9.05187682879822,7.86116248102681,1.44402909448276,0.240009404484878,7.33475654838855,9.53556987565641,6.44045764696844,4.56360613549424,5.36859608894147,7.4253443548626,118.108522167231,60.5947465258884,3.44838632134568,11.0489894814585,103.800076524454,7.84365641907316,8.55355388251305,5.5238728107801,17.3854611966686,10.5468510667246,131.814887446673,47.2664517221916,3.57420854681034,6.81940822604097,61.8799733637249,78.0721339981843,13.7517088068466,41.7449989322814,53.1421089611083,18.0546244324802,88.3240492259761,35.3464998467821,2.84976093222922,1.70726074245015,48.601486656813,7.2345406575233,39.2668327557832,4.68063310565272,96.743631136425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312.227958242862,83.5719795543027,7282.62741308439,219.656212841504,24.7043571018716,30.1389199805884,809.875834859129,83.3070130145235,77.5866272970577,74.2998077066053,61.5742826872569,76.5656689386061,8.57797118735006,315.807290147526,57.1521954998593,37.0003536990624,37.5353955671282,55.6205265949218,65.7227462459289,3984.58773897007,918.106436772019,39.2565522054925,138.595195890317,435.05588983179,132.124020276929,116.426383647319,58.183506231724,182.717501838267,75.2576305335835,1208.01081802713,60.0680514293525,22.9264353632376,77.6573197068823,1925.15969595628,1268.77841754848,262.258915743793,597.107557684828,734.007459536795,850.124852902688,1016.74338220004,779.578189116546,17.9764989657298,15.3863704203087,694.790089741347,33.3556771923567,685.030355287886,37.0221295748364,926.06965140767
173.044706960006,87.0635530681535,2858.00100828229,109.631517672853,19.790978419308,30.6730815896728,566.145869261526,68.5350268627615,54.080778140433,53.310949976529,61.8343888241482,29.4894132180264,5.38274041381156,91.0019753875519,50.2770590983395,30.1119350424554,20.9079368356034,33.3748326940626,63.3594054656374,1296.52978745921,108.277914772522,25.5016107974888,78.166315820649,210.703178947158,87.7190939149971,55.5214644574048,34.3558898102054,159.430704738328,46.7506518249272,402.649340830892,24.5050149774078,18.4536699651371,60.5176563172896,1171.27445013659,431.13980185678,78.8935654537184,308.953697007047,231.152004903562,317.264995181228,363.160931166564,237.300740052845,9.96954787215759,16.867568094235,284.318063624122,26.3900795272158,146.202913402539,32.3904159539042,298.735887782155
54.1471967843893,39.369556152641,957.255439633056,61.7129135971316,10.1143324903997,19.7700085094271,391.016362454641,36.2916371792425,24.2586374896433,25.4827972757254,35.6591214298594,5.42578512820194,1.29120740809727,29.9550843656799,27.1612674428607,20.7962753405314,13.0923271257662,22.250491981176,43.4481325139406,404.041234497133,27.8466865964736,10.1969828713457,21.8289891483004,92.3692517121777,35.6323055920269,25.5192632440021,12.0149627960505,74.3417840096054,21.9536964130713,126.919641912613,12.2063681831789,6.43608408021218,30.3955746912236,385.320336704465,109.328977757253,40.5717418025289,92.7286522575019,33.6310104916106,154.901672552994,93.5595865985337,107.750083927319,5.96407643914956,4.46696165233387,100.877575051093,15.7766746641293,47.6659071602832,15.694421048841,78.2389936771959
41.4210393904925,28.9072380587425,660.55874896085,47.4418200756466,5.56600293516623,9.40149154673209,168.903123468407,21.143697059579,20.648688290471,28.7371011102867,18.4236492303886,5.1477116943719,1.67913423615869,22.5209482828355,18.0199864164078,11.3074819161231,10.6968963129913,12.1652202688482,23.5080630948416,190.034573947728,22.1647456542854,8.39732414047208,28.2221293865013,102.487324125661,30.4532666614287,18.0024026880383,15.2656467321645,52.9382800632571,19.1079397893345,95.4228297355288,8.66669987369907,7.49278556104231,22.9358538931683,253.267039624181,69.1113009246722,23.6553882359391,74.0305997332753,50.0874590484585,137.522049778404,51.8299829712023,52.5197013339721,3.40209720105194,6.25549425860896,67.9936414832346,10.9136939963421,27.3515902236486,9.03595780792795,50.9108419341848
44.028022364477,8.93737493452269,437.827903710711,11.9943430709861,2.62181738035153,5.95202627181887,211.564307032257,6.00613946224367,10.8880052866778,5.22242635866935,12.312734980722,2.49597338366733,1.54591128648449,17.9919462817068,4.98013300499455,0.164493204145656,4.32954482204663,6.07566350538035,4.37887382693901,166.584825483943,6.92856306001658,5.17436998351758,3.20940090658364,235.805390045539,30.1651215287004,3.80341047020778,3.28702197638484,25.297022642807,2.19954776553896,19.6621503947874,1.89855821927858,1.65921500423102,9.57365527160279,529.522772423806,774.455294987957,3.13102946716363,232.632499664533,43.9474543666037,87.1002378876183,88.1591621408769,82.1639161807923,2.1333553282115,1.67613392601313,19.8564150744166,4.83668911738321,38.9976124424379,8.68416095605285,74.4447111710102
84.5026928475675,43.3238868316021,730.301467619411,48.7524496229846,13.9778584947429,19.7781213269775,319.644190002749,39.2907844284187,35.0832619607566,20.9685004671866,43.4820161770501,10.1065631175612,2.50947954748342,35.8627919000928,21.1362734158009,18.1523190869747,9.76455175591833,15.5890724093991,22.1726444264643,376.40938189599,48.1559289033753,9.8567808506307,24.270154538171,279.168057077328,81.7203236599869,21.3929515385033,12.8780969369292,106.998049905537,19.7692231417472,103.890423426249,18.5971910441899,10.5180376071645,36.9369789086003,1348.01302053287,387.464075069717,27.5314612994808,203.934722216328,76.2247130475167,232.829295866799,203.171755738817,222.530047789527,6.80488660691766,7.91920437811597,63.5374150128106,17.9915079960053,34.4964710755654,24.7497618454646,115.631628997178
55.688234653785,29.9936924729747,1300.98789228387,37.8627575407024,9.52993283124865,19.4936316896995,178.548691481738,41.1849116659817,31.6014894828304,23.0318775308063,50.7858834066445,7.08264566947277,2.89972199379227,26.752869681303,22.3846252508725,5.08034815818945,13.7172685801207,14.517545177856,31.349958158556,280.783868852319,40.1309169131872,8.6215080936576,19.2123939660153,86.5171122713421,48.6523532151751,57.186557948692,15.3228673100678,116.785370199862,28.8848928679466,157.218216394422,15.9602955413724,10.9878237437947,30.9984931402663,353.243778026447,225.935142915035,38.8592580553544,114.103560214,36.1216645713971,174.094642202054,260.641716783223,123.968627019144,5.10050172224692,11.2243243753062,88.6617944858835,19.0411924206775,27.1426728402238,23.0899377808384,83.1815699405571
52.4615834561976,11.4158181890151,1022.74391015983,20.200864236027,3.14159431255399,4.01289416556519,139.43758598204,7.10532861100714,8.36221626115471,6.52581926262708,9.95994501690424,2.88913945736532,1.17293586379044,31.6570290312561,5.36771684338359,5.46519510422839,4.9144499867544,4.70530806389504,5.10018689537769,331.918821587488,37.472635614916,2.78341748058273,8.74975254911012,407.766955676957,26.1276726746244,12.0272756362182,5.14646634178569,26.9567087937229,4.71173580915942,114.455377468168,14.9798196950566,3.59733502374536,8.97727243922363,1004.45540831112,543.375047073127,14.461522244827,243.09671090977,109.631198054125,133.134155624761,249.016460729953,39.4382102304825,2.94187477022953,2.10325828704121,60.615276542497,3.79805180509034,40.7268186641611,5.39129649716357,179.732594469427
81.894326159831,23.499020394177,749.813371793112,44.9663386936384,11.414546841951,14.6568171588497,383.83990260857,25.4271478613814,37.6799833720155,12.6075486172278,37.2021961566603,6.57094938406203,2.82547411752359,76.3697710726214,21.589487075783,18.0966515006041,17.4963155862752,8.33459421726998,21.5477947378964,523.611354231422,22.5537492588628,5.79201229744548,13.062281312465,349.974364128026,55.7864365635936,10.7446877764846,11.0324998492063,106.326260558177,10.6998026576012,113.109597091597,4.52740675077328,6.96323903686161,28.7068952871008,1043.06536299937,901.321569163468,15.4876539242179,454.795632215049,185.613888770955,151.816054601449,197.039789902705,154.108328848877,5.32768930989275,12.3480906059296,165.512326775359,15.756984114709,78.5994371603816,22.5739934245353,237.884813963587
80.4986977738644,20.9437346182223,2036.31071830301,39.2217630377229,4.47578695947395,8.80686910545495,172.839009064601,12.7718551714654,14.2272936165477,15.877482286212,18.9719854456058,3.71996834721352,1.50855410176836,40.6838028239094,11.738824068537,6.67811343257044,7.25410788386118,12.1623588680952,10.9186335140256,372.007722433299,82.1645743746794,5.2717817946478,23.0953276749394,406.444986615142,53.4877648137275,27.1944065070081,10.897292284285,40.7985433421593,20.7314477827457,313.49404342697,24.3059806923336,5.60495791117785,16.1423468831034,784.606877155935,681.006772757237,32.9479740540698,228.976569646061,90.7536724784827,242.11205739502,343.372147549442,51.5187954778153,4.32029553519866,3.86808919943577,111.234262833834,7.62170258004026,160.914309754602,9.97435129566095,239.048317810775
89.3244578971737,32.3513483819477,916.358370373633,54.6571559928839,10.3555128675143,23.542609099586,390.263875947402,26.2359589434119,33.7722153505245,24.9716198248251,52.3555629633091,8.64445803163091,3.76548030188158,36.015895059422,41.4717326621657,116.058816000392,20.2972733277171,17.6171360899375,33.8672547925251,308.633977332737,24.5628512862526,13.9879084463816,16.5087944505491,1173.04094923542,63.1864368428829,23.6274942730367,13.2601555248335,141.111345770488,20.3912813152171,78.9302539554019,6.98090427891248,9.51109469615116,36.7330825905595,1352.25421414099,1845.27963675861,27.2865638368399,758.603108942462,163.727263449326,213.726102301228,148.568946450084,134.322221414908,6.83377901893695,10.8433831965501,58.1714743658148,21.7929421559969,93.1021158160918,27.6881254940481,236.722232796602
