"EAB_pres","SB_pres","PTB_pres","ALB_pres","JCLB_pres","PWB_pres","EBB_pres","RPBB_pres","MPEB_pres","ELB_pres","SEEBB_pres","BEBB_pres","SWW_pres","PSB_pres","PFW_pres","LC_pres","EPNM_pres","AOW_pres","IPS_pres","CBT_pres","ESN_pres","BM_pres","BL_pres","ELM_pres","ESB_pres","MW_pres","SM_pres","EPS_pres","WM_pres","EFW_pres","BVW_pres","IWLB_pres","JB_pres","LS_pres","MAS_pres","ABL_pres","EPSM_pres","PS_pres","EL_pres","OW_pres","WPBR_pres","CB_pres","CDC_pres","DWA_pres","SC_pres","ELC_pres","EPLR_pres","DED_pres","PRR_pres","POCRD_pres","SOD_pres","LW_pres","BC_pres","WS_pres","ESGA_pres","BWA_pres","HWA_pres","CRS_pres","GM_pres","GOS_pres","EP_pres","JS_pres","BBD_pres","SJS_pres","GSA_pres","CS_pres","EHS_pres","RLP_pres","CCS_pres","OS_pres","PHM_pres","RPS_pres","CHS_pres","PT_pres","IBT_pres"
0,0,0,0,0,0,0,101335.04758523,101335.04758523,0,0,0,101335.04758523,101335.04758523,0,0,8847.92436698135,0,0,0,80483.2803325034,0,0,0,0,0,284128.914258626,0,336303.930403208,0,742544.306892305,336303.930403208,0,0,0,0,8847.92436698135,284128.914258626,0,0,0,0,0,0,0,0,8847.92436698135,0,0,0,0,0,0,0,80483.2803325034,104001.314723942,0,0,284128.914258626,0,0,742544.306892305,0,336303.930403208,80483.2803325034,0,80483.2803325034,0,0,284128.914258626,0,0,0,0,0
0,0,0,0,0,0,0,566.95813,566.95813,0,0,0,566.95813,566.95813,0,0,0,0,0,0,0,0,0,0,0,0,20832.0662525,0,20832.0662525,0,369890.71175,20832.0662525,0,0,0,0,0,20832.0662525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20832.0662525,0,0,369890.71175,0,20832.0662525,0,0,0,0,0,20832.0662525,0,0,0,0,0
0,0,0,0,0,0,0,566.95813,566.95813,0,0,0,566.95813,566.95813,0,0,0,0,0,0,0,0,0,0,0,0,20832.0662525,0,20832.0662525,0,369890.71175,20832.0662525,0,0,0,0,0,20832.0662525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20832.0662525,0,0,369890.71175,0,20832.0662525,0,0,0,0,0,20832.0662525,0,0,0,0,0
58914.091265289,0,121323.27476528,4833978.71190316,1731.35182820369,114662.862173801,0,7100540.71968647,7100540.71968647,0,222517.062827238,89402.1880137718,7100540.71968647,7100540.71968647,5373855.14473428,8125.23073835679,1726685.57504876,4385025.4332974,5373855.14473428,121323.27476528,0,60306.3940729692,216752.427431147,34604.412658445,0,0,134377.275013663,5373855.14473428,13755381.5185295,89402.1880137718,93829.7605042519,134377.275013663,5785516.80994301,8125.23073835679,0,216752.427431147,0,19714.4128398624,124006.600678228,7776573.34274056,5373855.14473428,0,0,0,0,8125.23073835679,0,124006.600678228,5467076.90285623,0,778102.776725011,0,0,114662.862173801,0,0,91490.4068057502,11637.6822258051,8781017.45669765,26763.5551901049,0,145130.028571963,93112.5421905246,6013006.62681546,0,4369448.54783705,91490.4068057502,0,0,5130974.88345033,0,0,91490.4068057502,0,855475.497214761
313723.24505169,0,230249.868535465,4588963.56698235,1564.04766260527,17124.2798441662,0,8696406.54149878,8696406.54149878,0,75873.7348543567,11808.8960453671,8696406.54149878,8696406.54149878,7469818.8146284,7340.07261692183,1226587.72695763,4303418.49271096,7469818.8146284,230249.868535465,0,40407.2021757188,204355.955768484,0,0,0,64560.2375279045,7469818.8146284,10810343.4799266,11808.8960453671,42937.4220831433,64560.2375279045,5615141.02198408,7340.07261692183,0,204355.955768484,0,47435.9576837383,11808.8960453671,4816918.97563784,7469818.8146284,0,0,0,0,7340.07261692183,0,11808.8960453671,7512206.98687715,0,948329.009302703,0,0,17124.2798441662,0,0,40824.125048684,8453.63251348408,5605388.62736117,23506.5069042926,0,121845.63094431,86475.8157122489,5766177.07503061,0,4393933.39839463,40824.125048684,0,0,5267270.57229512,0,0,40824.125048684,4229.59254535036,710728.064583954
0,0,112787.350745829,3146659.52169991,2910.70740555136,31868.4457953938,0,8360606.06090653,8360606.06090653,0,123115.535872907,21976.4665696835,8360606.06090653,8360606.06090653,6315460.95365879,13659.9441527065,2045145.10816329,2829231.32197716,6315460.95365879,112787.350745829,0,0,184420.684967096,0,0,0,31868.4457953938,6315460.95365879,7156194.46537948,21976.4665696835,0,31868.4457953938,4203488.75308067,13659.9441527065,0,184420.684967096,0,0,21976.4665696835,2920837.26680368,6315460.95365879,0,0,0,0,13659.9441527065,0,21976.4665696835,6318371.65993995,0,644825.454867517,0,0,31868.4457953938,0,0,0,13849.2353751351,3911354.30169876,6125.28501779653,0,10230.2768294576,0,4235357.1988573,0,2829231.32197716,0,0,0,3199683.87284215,0,0,0,0,953933.859259036
21676.2317273799,0,12895.2060500743,171291.201973073,2986.11052815359,170759.876457784,0,0,0,0,176121.745236763,51550.2944660014,0,0,0,991.742364307905,0,0,0,13382.5568196406,0,0,0,0,0,0,170759.876457784,0,1111504.43772187,51550.2944660014,0,170759.876457784,303661.511959956,991.742364307905,0,0,0,0,51550.2944660014,614919.466801383,0,0,124040.125299705,0,0,991.742364307905,124040.125299705,51550.2944660014,2986.11052815359,0,0,0,0,46719.7511580792,0,0,0,0,811012.346758659,0,0,0,0,528651.85125237,0,107955.689650592,0,0,0,365368.623837603,13604.1060360593,0,0,0,6688.87101365651
3766.37147529621,0,4445.43809496741,218628.136216681,41323.5460393364,256909.355366426,0,0,0,0,141542.056863475,57970.2857103437,0,0,0,0,0,0,0,4445.43809496741,0,0,0,0,0,52676.9332998492,256909.355366426,0,1264511.03377007,57970.2857103437,0,256909.355366426,248021.599878369,0,0,0,0,0,57970.2857103437,755813.707215469,0,0,208280.866458787,0,0,0,208280.866458787,57970.2857103437,41323.5460393364,0,138341.722918134,0,0,48628.4889076386,0,0,0,0,1027644.47828335,0,0,0,0,630861.478907393,0,145510.426446345,0,0,0,291215.848504863,6264.1562788172,0,0,0,9200.61178111109
69917.4213621951,0,13046.6605964389,372861.593909032,54172.5170127173,434405.271036108,0,0,0,0,183099.067051444,20594.2382533251,0,0,0,0,0,0,0,13046.6605964389,0,0,0,0,0,73845.7344190342,434405.271036108,0,1916964.32753321,20594.2382533251,0,434405.271036108,497341.785291505,0,0,0,0,0,20594.2382533251,915299.849958852,0,0,389138.202174189,0,0,0,389138.202174189,20594.2382533251,54172.5170127173,0,412632.332619861,0,5594.84734958295,45267.0688619193,0,0,0,0,1454597.97165629,0,0,0,0,1162244.6959544,0,276328.336663048,0,0,0,513812.820098275,14214.4552585314,0,0,0,98713.4554704336
103845.829649497,0,37457.3704396151,232610.421111436,13067.5943639425,165018.997554768,0,0,0,0,181696.909168475,16329.5502055302,0,0,0,0,0,0,0,37457.3704396151,0,0,0,0,0,130501.731781079,165018.997554768,0,1238823.08569596,16329.5502055302,0,165018.997554768,399404.05457338,0,0,0,0,0,16329.5502055302,570554.203832861,0,0,161821.656024623,0,0,907.429104018378,161821.656024623,17957.9433727691,13067.5943639425,0,402130.440215747,0,4266.23001838825,3197.34153014464,0,0,0,0,819339.001513054,16284.7762239055,0,0,0,809722.550823295,0,235479.693219786,0,0,0,431175.412150177,49733.8669744744,0,0,0,75271.8136229735
2030380.45860556,0,863663.53589413,9841454.02327964,106207.028484604,1129.30814329816,0,1658952.46691009,1658952.46691009,0,24767.5445474845,0,1658952.46691009,1658952.46691009,1582841.88971597,0,76110.5771333211,7773569.99823113,1582841.88971597,876370.888290856,269829.969198903,12707.3523971725,2060625.31002392,0,0,0,317231.155700213,1582841.88971597,15673810.3154277,0,1763837.61553181,317231.155700213,10759712.8355097,0,0,2060625.31002392,0,316101.847563746,0,2591900.5710788,1582841.88971597,0,0,1246.26283277245,0,0,0,18638.1390823465,3720505.36742908,0,619720.046768182,0,0,1129.30814329816,268765.70591982,61765.0521646725,1762690.74336628,0,3074440.51854052,126627.277088232,0,1146.87219178286,1236368.54879479,12480979.1553318,269829.969198903,7799195.3549007,1763755.00688855,0,0,13697651.906098,0,0,1762690.74336628,3067270.43663649,0
83374.3074803939,46293.7068416479,0,753838.082659538,10050.4613865149,1118952.77737004,0,0,0,0,145503.002994567,10304.9808600021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118952.77737004,0,2552811.96145766,10304.9808600021,0,1118952.77737004,334117.439117712,0,0,0,0,0,10304.9808600021,1016367.43729501,0,0,500312.717279919,0,0,0,500312.717279919,10304.9808600021,10050.4613865149,0,0,0,0,618640.060480218,0,0,0,0,2287571.03800083,0,0,0,0,1453070.21679686,0,36363.6126824785,0,0,0,883880.983677084,167902.038030781,0,0,0,152250.823428514
714358.003504482,46201.3068768073,280580.747692379,6569880.80757158,241975.351078692,107837.58957821,0,3654267.17607404,3654267.17607404,0,194390.064942599,57504.4503328954,3654267.17607404,3654267.17607404,3293691.36348336,0,360575.812301372,5382069.98657174,3293691.36348336,283219.326315794,0,194149.45775851,1106255.92974312,76263.8240245757,0,0,462852.743855321,3293691.36348336,14857755.545567,57504.4503328954,506304.245566009,464798.630839463,7032886.07175251,0,0,1106255.92974312,0,358906.92823188,133768.274391598,6650989.99745026,3293691.36348336,0,0,2070.13071472664,0,0,1945.88697825447,133768.274391598,4040386.87390878,0,1526177.76780482,0,0,105891.702599956,0,764.047216555492,504720.159213107,2302.20296612302,7359966.63036035,15152.8675931921,0,94153.7959298112,136050.234223306,7633166.48890039,0,5222917.69096772,505484.206424779,0,0,7863960.99886701,523.250460583492,0,504720.159213107,257628.069638434,228173.190308315
0,0,0,0,0,439827.193483051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439827.193483051,0,439827.193483051,0,44502.4003464811,439827.193483051,0,0,0,0,0,0,0,0,0,0,439827.193483051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439827.193483051,0,0,44502.4003464811,0,439827.193483051,0,0,0,0,0,0,0,0,0,0,0
47528.4491194134,0,0,48361.969830247,26245.5526292565,23647.7635174195,0,0,0,0,28885.4174876901,4171.21117767995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23647.7635174195,0,1035597.90203118,4171.21117767995,1995.38824689313,23647.7635174195,225888.046903087,0,0,0,0,0,4171.21117767995,738533.64265326,0,0,0,0,0,0,0,4171.21117767995,26245.5526292565,0,0,0,0,23647.7635174195,0,0,0,0,959184.035318426,0,0,1995.38824689313,0,249535.810399376,0,0,0,0,0,100061.630124523,0,0,0,0,197002.629450614
39515.4613311909,0,0,3841.37148841393,105690.036440563,114767.821443838,0,0,0,0,3841.37148841393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114767.821443838,0,2526049.22582737,0,0,114767.821443838,125176.776690382,0,0,0,0,0,0,2246589.16596202,0,0,114767.821443838,0,0,0,114767.821443838,0,105690.036440563,0,0,0,0,0,0,0,0,0,2479148.0519959,0,0,0,0,239944.598134221,0,3544.34092817976,0,0,0,46901.1737477846,6892.2301739937,0,0,0,117791.064273789
46460.285641261,0,0,75038.076802964,115716.620262063,89607.5927553358,0,0,0,0,73006.7634965668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89607.5927553358,0,2365921.74664126,0,0,89607.5927553358,187539.863284611,0,0,0,0,0,0,2042314.00458694,0,0,87576.2794414742,0,0,0,87576.2794414742,0,115716.620262063,0,0,0,0,2031.31331386161,0,0,0,0,2118659.50244421,0,0,0,0,277147.456032482,0,2951.11605249082,0,0,0,124449.478496716,5587.74668606932,0,0,0,111581.983735553
51213.3746809163,0,0,1032481.48215909,67207.1374792884,909507.307218891,6974.60535285039,145445.785811733,145445.785811733,0,132791.819268,9817.644316033,145445.785811733,145445.785811733,6974.60535285039,0,145445.785811733,0,0,0,0,0,0,0,0,0,909507.307218891,6974.60535285039,3421467.45535542,9817.644316033,2150.09258276626,909507.307218891,1025259.19416506,0,0,0,145445.785811733,0,9817.644316033,1435487.57963752,0,0,0,0,6974.60535285039,0,138471.180421864,9817.644316033,74181.7428321388,0,0,0,0,909507.307218891,0,0,0,0,3237462.26157007,0,0,2150.09258276626,0,1934766.50168178,0,0,0,0,0,1093512.5011493,0,0,0,0,892467.374953517
33464.2219822254,0,0,615690.675285759,98621.9338804481,649444.245217244,4357.03909468487,90860.0476842598,90860.0476842598,0,66764.4698728405,3325.30247578395,90860.0476842598,90860.0476842598,4357.03909468487,0,90860.0476842598,0,0,0,0,0,0,0,0,0,649444.245217244,4357.03909468487,2824502.31568826,3325.30247578395,0,649444.245217244,497059.092360005,0,0,0,90860.0476842598,0,3325.30247578395,1644534.75602203,0,0,97192.7373192906,0,4357.03909468487,0,183695.74588574,3325.30247578395,102978.972975133,0,0,0,0,552251.507897953,0,0,0,0,2721272.04916955,0,0,0,0,1146503.33777753,0,3001.57476606942,0,0,0,655481.774507526,5836.78167292617,0,0,0,427293.047732658
1881308.98388393,0,374826.158759052,5965189.60111045,80279.0784877091,32347.7944916606,0,336800.083012772,336800.083012772,0,6712.20726779025,0,336800.083012772,336800.083012772,327930.568526233,0,8869.51448653975,4188351.04888267,327930.568526233,397352.876793519,99895.7208442157,22526.7180008193,1737778.55005528,0,0,0,245211.945968364,327930.568526233,11670579.3621808,0,402666.514327354,245211.945968364,6338635.69382841,0,0,1737778.55005528,0,212864.151484493,0,3250476.17460525,327930.568526233,0,0,761.740209018707,0,0,0,0,910771.882127929,0,716545.348146574,0,0,32347.7944916606,99895.7208442157,0,402666.514327354,0,3548004.34888059,213331.557631288,0,0,369983.854038328,7205386.09817141,99895.7208442157,4204822.76182123,402666.514327354,0,0,8720143.88362113,0,0,402666.514327354,1828743.64988632,0
1420216.51468637,0,494502.42556682,7673513.50660066,148668.423082717,1315.44156267439,0,672401.434638602,672401.434638602,0,47092.6895724423,0,672401.434638602,672401.434638602,672401.434638602,0,0,5606931.36466184,672401.434638602,508047.779771313,113054.765891206,357208.421053676,2361837.07658276,23555.9019637021,0,0,117198.413816985,672401.434638602,11969579.6562952,0,1116307.4145995,117198.413816985,8189076.1078592,0,0,2361837.07658276,0,115882.972249367,23555.9019637021,2270179.32927846,672401.434638602,0,0,0,0,0,0,23555.9019637021,2050432.03822612,0,528284.85424506,0,0,1315.44156267439,113054.765891206,0,1116307.4145995,0,2487922.17944677,152889.677911207,0,0,539093.754295079,8870893.68460388,113054.765891206,5269889.18400355,1116307.4145995,0,0,10059776.4011871,0,0,1116307.4145995,1420628.18938956,2209.37732881326
0,0,61583.4090132619,473434.588360775,0,155648.475702796,0,4412196.66202835,4412196.66202835,0,305900.91736107,2017.73399715214,4412196.66202835,4412196.66202835,108388.290670971,0,4303808.37194051,13902.9293571234,108388.290670971,61583.4090132619,0,0,0,0,0,0,155648.475702796,108388.290670971,10201310.6655405,2017.73399715214,0,155648.475702796,766998.627886798,0,0,0,0,0,2017.73399715214,9278663.5646824,108388.290670971,0,0,0,0,0,0,2017.73399715214,108388.290670971,0,373936.64772951,0,0,155648.475702796,0,0,0,0,9819923.41131205,2502.64011712645,0,0,0,922647.103572538,0,13902.9293571234,0,0,0,537035.731393762,0,0,0,0,385611.372324491
0,0,81847.31075,332901.78,0,84906.1448,0,3960927.2225,3960927.2225,0,242355.991125,2681.66547,3960927.2225,3960927.2225,144053.248275,0,3816873.975,8321.309585,144053.248275,81847.31075,0,0,0,0,0,0,84906.1448,144053.248275,3607496.465,2681.66547,0,84906.1448,464629.5835,0,0,0,0,0,2681.66547,3057960.7375,144053.248275,0,0,0,0,0,0,2681.66547,144053.248275,0,454426.81375,0,0,84906.1448,0,0,0,0,3274971.8525,0,0,0,0,549535.72825,0,8321.309585,0,0,0,417430.75625,0,0,0,0,132104.971975
1001745.71313755,0,336610.461781352,7502025.04133716,81056.7990699338,66049.8733646885,30852.0536680362,821741.19603146,821741.19603146,0,47796.1622403156,0,821741.19603146,821741.19603146,821741.19603146,0,30852.0536680362,5376810.23117832,790889.14237456,341274.779642387,3912.34705469334,488438.304923357,2537026.83054903,23233.672611826,0,0,231911.263687248,821741.19603146,11427853.1646011,0,1614489.10474054,231911.263687248,7848557.5852456,0,0,2537026.83054903,30852.0536680362,165861.390317684,23233.672611826,2354967.2388797,790889.14237456,0,64752.4261833298,0,30852.0536680362,0,64752.4261833298,23233.672611826,2521199.4468347,0,1269056.07646929,0,0,1297.44718135863,3912.34705469334,0,1614489.10474054,0,2790918.03049894,92554.1401235215,0,0,727544.051500745,8803348.58220347,3912.34705469334,4920280.65727196,1614489.10474054,0,0,9570917.85129864,0,30852.0536680362,1614489.10474054,1005298.7181799,2179.15449014589
679410.145275762,0,222688.060036496,5350002.66036566,157002.029005593,56430.8641926859,26887.1477599494,1085391.85485788,1085391.85485788,0,47249.4272135808,0,1085391.85485788,1085391.85485788,804574.46309595,0,307704.539521882,4287621.82735259,777687.315345705,223329.028054378,0,301720.639254908,1296281.61336022,0,0,0,363210.199213866,804574.46309595,9474058.99418542,0,709766.76710313,363210.199213866,5606601.02206202,0,0,1296281.61336022,26887.1477599494,306779.33502118,0,2826119.56380653,777687.315345705,0,56430.8641926859,2326.00418966561,26887.1477599494,0,56430.8641926859,0,1671343.25895655,0,1737656.1473408,0,0,0,0,0,709766.76710313,0,3327348.59427438,37839.8278111707,0,0,468744.12481485,6440240.38222796,0,4008797.62338004,709766.76710313,0,0,6897250.41202183,0,26887.1477599494,709766.76710313,256278.64850184,33269.3335644157
98083.1939351578,0,109567.410094302,844061.37076619,6750.98804131447,243645.649574619,0,38242.5462930806,38242.5462930806,0,115472.262774192,14783.9026695728,38242.5462930806,38242.5462930806,38242.5462930806,0,0,0,28928.8724529884,111310.84509667,0,0,0,0,0,171759.678202438,251344.58783001,38242.5462930806,2638446.61789136,14783.9026695728,0,251344.58783001,977771.258760296,0,0,0,0,7698.93824618204,14783.9026695728,1309504.14188272,28928.8724529884,0,199159.925889447,0,9313.6738400922,0,199159.925889447,14783.9026695728,35679.8604943028,0,252805.206915556,0,0,44485.7237005211,0,0,0,0,1571822.83938404,118968.418910387,0,0,0,1582169.56107023,0,920511.496786556,0,0,0,1124059.34735364,55398.9863286756,0,0,0,3979.76717017293
73289.8592940838,0,126225.084612969,567275.122620646,464.846894819861,255518.959164868,21855.3369288152,157987.531067176,157987.531067176,0,110903.934042469,12753.2993004277,157987.531067176,157987.531067176,157987.531067176,0,21855.3369288152,1590.49797159017,130061.530837236,128977.680354779,0,0,0,7746.58105462165,0,121756.441546079,269230.59273698,157987.531067176,2601393.33265011,12753.2993004277,0,269230.59273698,716852.081198026,0,0,0,21855.3369288152,13711.6335649854,20499.8803530494,1539268.20332751,130061.530837236,0,112148.188512075,0,27926.0002299398,0,112148.188512075,20499.8803530494,152381.714666054,0,182554.936160167,0,0,143370.770670798,0,0,0,0,1813876.61377621,77543.752022236,0,0,0,1258768.16916899,0,601479.503998271,0,0,0,947224.344616941,32850.3169755037,21855.3369288152,0,766.698779634215,0
1552686.28407082,56751.5240395217,1238306.1611497,9644271.24452325,5190.99895125391,242864.993166103,46956.39762793,1545753.1786381,1545753.1786381,0,247722.185791382,85196.9545769688,1545753.1786381,1545753.1786381,1371316.51388565,20975.8878207014,208174.987795087,7546195.92983611,1324360.11621552,1257771.49535081,227291.755646337,19135.8033244114,1770986.24723834,79645.2632597354,0,0,552686.812188884,1371316.51388565,15970349.8413978,85196.9545769688,2539213.39330251,579935.777151817,10850025.5794146,20975.8878207014,0,1770986.24723834,46956.39762793,364319.748867041,164842.217811456,3026192.35431299,1324360.11621552,548.078321064325,65020.8124150924,242.57665533771,46956.39762793,20975.8878207014,92269.7773492224,171740.886968219,4070496.4867088,0,1471264.54295496,0,10631.9204488576,150595.215833108,157393.85285898,15716.3176013335,2536878.8373066,0,3734730.36882469,19610.2350230132,0,4688.27891404394,1137983.42067795,12601491.9925602,227291.755646337,7573996.48817901,2620278.53136512,0,0,13457117.0006343,0,10201.6952778964,2536878.8373066,2059467.66535054,772.059464345855
1781155.94600008,0,975163.391521767,7798717.19148278,5445.90010890167,3972.41667016586,0,2056206.5347156,2056206.5347156,0,18197.8542781916,6015.89542993806,2056206.5347156,2056206.5347156,1826372.87359829,0,229833.660935156,5890773.01792196,1826372.87359829,997779.171216993,269014.68501407,22615.7796634434,1891789.79747283,8677.01786615702,0,0,310294.488686397,1826372.87359829,15514645.8168067,6015.89542993806,1832884.46471894,310294.488686397,8813504.49120789,0,0,1891789.79747283,0,306322.072025647,14692.9132960951,4654922.44968608,1826372.87359829,0,0,0,0,0,0,14692.9132960951,3910379.86250317,0,1567812.88554757,0,0,3972.41667016586,249728.304827021,27276.065831486,1828832.78387061,0,5084091.2311376,181746.591279754,0,4051.68084735132,993226.348184145,10410725.1024805,269014.68501407,5905737.66821835,1848119.16442731,0,0,11365922.4561974,0,0,1828832.78387061,2254415.65038906,0
0,0,0,0,0,0,0,1438503.37779686,1438503.37779686,0,0,0,1438503.37779686,1438503.37779686,0,0,0,0,0,0,828629.325442408,0,0,0,0,0,688629.487617761,0,862616.534447228,0,404097.069567551,688629.487617761,123266.396889032,0,0,0,0,688629.487617761,0,50720.6499236472,5152.07469337134,0,0,0,0,0,1367439.59999273,0,257337.582930044,0,0,0,0,0,828629.325442408,807609.409198261,0,0,739350.137502396,0,0,404097.069567551,0,811895.884480407,828629.325442408,123266.396889032,829117.080606999,0,0,811895.884480407,0,0,0,0,0
0,0,0,0,0,0,0,105780.130364898,105780.130364898,0,0,0,105780.130364898,105780.130364898,0,0,0,0,0,0,105234.319079289,0,0,0,0,0,141737.081062256,0,252829.052242922,0,496604.404972532,141737.081062256,111091.971211928,0,0,0,0,141737.081062256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105234.319079289,254175.558881134,0,0,141737.081062256,0,0,496604.404972532,0,252829.052242922,105234.319079289,111091.971211928,105234.319079289,0,0,252829.052242922,0,0,0,0,0
0,0,0,0,0,8764.39721204193,0,2864082.77996565,2864082.77996565,0,143841.530007063,143841.530007063,2864082.77996565,2864082.77996565,2014.49146371656,0,2299169.84972238,0,0,0,0,0,0,0,0,0,18463.0371134654,0,1370274.28092973,0,23438.8607856923,27227.4343255074,183478.726233618,0,0,0,1858908.68270582,18463.0371134654,0,1159568.12049754,466434.970443312,0,0,0,0,0,1903815.98382112,143841.530007063,1815724.06511957,0,10396.5012961573,0,0,0,0,1993653.72808276,0,0,1186795.55505579,265747.977045711,0,23438.8607856923,0,210706.160583983,0,39637.1962569133,0,0,0,201941.763341583,0,0,0,0,0
3158.5928382912,20465.1300480495,0,797.616868597822,0,16121.7235260206,0,2113696.80885459,2113696.80885459,27728.7636814879,277541.891000139,277541.891000139,2113696.80885459,2113696.80885459,15188.8291585473,0,1630353.0840314,0,0,0,66680.3196173466,0,0,0,0,0,0,2615.63929031596,2336989.042849,0,55688.3007090485,16121.7235260206,471032.777785874,0,0,0,1390204.49252613,0,0,1823190.82666707,416998.633322581,0,0,2123.08438107178,0,0,1431641.74060634,277541.891000139,1323809.74777324,5915.33162850851,2730452.02600746,0,0,0,0,1736792.06171317,0,0,3579836.40235052,578536.353068159,27728.7636814879,17891.4076270969,0,489277.58570117,66680.3196173466,195613.971099813,66680.3196173466,27728.7636814879,0,474191.370626217,0,0,0,0,0
0,0,0,0,0,12508.4872196722,0,3245958.13417032,3245958.13417032,0,193039.566312791,193039.566312791,3245958.13417032,3245958.13417032,14866.8100090042,0,2350664.70595961,0,0,0,0,0,0,0,0,0,0,0,2524362.62362726,0,13121.6947671444,12508.4872196722,305668.060284293,0,0,0,2121035.52432706,0,0,2216577.96874331,771234.869633224,0,0,0,0,0,2159034.07419018,193039.566312791,2162842.78306099,0,180896.48879272,0,0,0,0,2340832.93670005,0,0,2292356.12853702,678382.229556727,0,13121.6947671444,0,318176.547547292,0,112628.494014829,0,0,0,305668.060284293,0,0,0,0,0
0,0,0,0,0,16402.556433356,0,3546568.89755237,3546568.89755237,0,253135.517086064,253135.517086064,3546568.89755237,3546568.89755237,1476.82661105586,0,2608551.35346667,0,0,0,0,0,0,0,0,0,0,0,2413833.80509183,0,17206.6641744549,16402.556433356,327316.471261987,0,0,0,2350087.20788153,0,0,2070114.77762375,791853.887218682,0,0,0,0,0,2395993.45541817,253135.517086064,2546295.94229394,0,19457.0368154218,0,0,0,0,2748191.23078123,0,0,2086517.3344927,497346.94641104,0,17206.6641744549,0,343719.027752159,0,74180.9542327392,0,0,0,327316.471261987,0,0,0,0,0
0,0,0,0,0,11618.3687102778,0,2941500.68335949,2941500.68335949,0,190680.98935274,190680.98935274,2941500.68335949,2941500.68335949,1046.07572350759,0,2230494.28820456,0,0,0,0,0,0,0,0,0,24475.1997776934,0,1758278.05021598,0,16256.9936522743,36093.5684879712,243225.340009168,0,0,0,1987359.08281868,24475.1997776934,0,1478959.14188711,602438.762869825,0,0,0,0,0,2024911.71500712,190680.98935274,2034724.34061695,0,13781.9387270212,0,0,0,0,2177732.16455243,0,0,1515052.71068362,352284.122527599,0,16256.9936522743,0,279318.908530091,0,52544.3506966718,0,0,0,267700.539779569,0,0,0,0,0
3779.51651790871,24488.213903378,0,954.414286413372,0,19290.9702146721,0,1875729.58060087,1875729.58060087,33179.7498825673,332101.734902349,332101.734902349,1875729.58060087,1875729.58060087,1376.80319496812,0,1511805.32623843,0,0,0,100300.693811734,0,0,0,0,0,0,3129.82787233457,1999660.66310113,0,84824.0583214654,19290.9702146721,511374.337262142,0,0,0,1261445.89811402,0,0,1403897.66184842,299934.363428932,0,0,2540.44534955505,0,0,1307372.80710737,332101.734902349,1313809.50403973,15434.4963110135,3259534.27074027,0,0,0,0,1782249.39729814,0,0,3583336.53824449,328764.935186174,33179.7498825673,29764.8577642746,0,533205.752836185,100300.693811734,181813.047629184,100300.693811734,33179.7498825673,0,515153.853782505,0,0,0,0,0
0,0,0,0,0,0,0,3102272.3975,3102272.3975,0,0,0,3102272.3975,3102272.3975,2377.27257,0,2575764.9975,0,0,0,0,0,0,0,0,0,0,0,716786.6715,0,24743.6782,0,13975.74775,0,0,0,2164298.13375,0,0,702810.92375,452611.343,0,0,0,0,0,2238194.1905,0,2268503.812,0,0,0,0,0,0,2554542.5525,0,0,702810.92375,110890.05415,0,24743.6782,0,13975.74775,0,13975.74775,0,0,0,13975.74775,0,0,0,0,0
0,0,0,12220.2206708676,0,224640.667659182,0,12092.2190766486,12092.2190766486,0,0,0,12092.2190766486,12092.2190766486,0,0,12092.2190766486,0,0,0,0,0,0,0,0,0,224640.667659182,0,789027.261222587,0,21493.0316126911,224640.667659182,156330.827628323,0,0,0,12092.2190766486,0,0,408055.765935082,0,0,212420.446988314,0,0,0,12092.2190766486,0,0,0,0,0,0,12220.2206708676,0,0,0,0,789027.261222587,0,0,21493.0316126911,0,380971.495287505,0,0,0,0,0,12220.2206708676,0,0,0,0,156330.827628323
8096.05482476686,0,0,0,0,353374.948715129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353374.948715129,0,706887.400530673,0,35755.0275952729,353374.948715129,0,0,0,0,0,0,0,345416.396990777,0,0,353374.948715129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682527.148834643,0,0,35755.0275952729,0,353374.948715129,0,0,0,0,0,8096.05482476686,0,0,0,0,0
0,0,0,0,0,447685.041409865,0,25484.8611554066,25484.8611554066,0,0,0,25484.8611554066,25484.8611554066,0,0,25484.8611554066,0,0,0,0,0,0,0,0,0,447685.041409865,0,1153449.84544011,0,45297.4696361527,447685.041409865,329473.805524355,0,0,0,25484.8611554066,0,0,376290.998505888,0,0,447685.041409865,0,0,0,25484.8611554066,0,0,0,0,0,0,0,0,0,0,0,1153449.84544011,0,0,45297.4696361527,0,777158.84693422,0,0,0,0,0,0,0,0,0,0,329473.805524355
