"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,0,0.000728625988497879,0,0,0
0,0,0,0,0,0
0,0,0.00072479462773632,0.000699414175505742,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.000782800834633704,0.00122478835884946,0.00112940026001712,0.000699414175505742,0.000699414175505742
0,0.00110955107791561,0.00167882649504493,0.00162505355500394,0.00102576580972079,0.000907645604841357
0.00167271382934887,0.00250392379985906,0.00324266258637429,0.00358562863223876,0.00290303875502335,0.00248961372937521
0.000881130453395954,0.00146647741920812,0.00209742136394598,0.00194731966184527,0.00126976824918651,0.00113003544342667
0.00145754653534427,0.00162991503391582,0.00295326114164924,0.00246946589020034,0.00304464347743738,0.00269859850843172
0,0.00123088680571517,0.00128648581899524,0.00116283218422236,0.000734980912647621,0
0.00111466138584023,0.00182921714884362,0.00242807046946599,0.00284298199697555,0.00243922932616335,0.00202340688414057
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00111416344780365,0.00170802738581616,0.00225578987697858,0.00270441005502331,0.00231215294200966,0.00192865377526781
0.00166726586357732,0.00234126743549982,0.00293615279662673,0.00500380993825113,0.00534340117561947,0.00453385437439897
0.00146332097967615,0.00207766298363051,0.0026330211841033,0.00286732800189036,0.00229719204853847,0.00184312196392168
0.00166488506719791,0.0024246262361706,0.00313512031929289,0.00354621820382331,0.00417426247227536,0.00243146293943625
0.00411932812100333,0.00491570648386054,0.00567432842209044,0.00550322489722062,0.00781738337806519,0.00668912489259823
0.00414121587322624,0.00499800880688307,0.00564960532514132,0.00661756430108019,0.00614371857770029,0.00519946227170259
0.00355655034038416,0.00447380309899683,0.00524043983918674,0.00720495561985796,0.00752822686630423,0.0064475704257754
0.00358221530559118,0.00443759436868133,0.00516500694901022,0.0060635755776069,0.00583229925896915,0.0049623212269361
0.00184160669355123,0.00193836208566893,0.00244899928761645,0.00446064511800234,0.00488224905740654,0.0042112248896853
0.0017249605959271,0.00258381730467929,0.00325560729786761,0.00374983857372504,0.0037065416694691,0.00317154302351215
0.00146094930648303,0.00160248471395784,0.00200773429500896,0.00373346745839402,0.00426755049724993,0.00366717086908565
0.00164789657056313,0.00172637629719413,0.00212433016490772,0.00404156982902331,0.00449612067667395,0.00383112505736111
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
