"V1","V2","V3","V4","V5","V6"
2.31054515672456e-06,7.23664679504384e-06,1.54367419888207e-05,4.93733000485088e-06,1.61968860916548e-06,1.15879397223681e-06
0.000144828675779544,0.000332401315032818,0.000404317938261127,0.000101611539201114,2.65536176375069e-05,1.90244626313246e-05
3.0877339883054e-06,2.06721665545411e-05,3.52688071944357e-05,1.22760451934047e-05,3.73805641558775e-06,2.67570954931075e-06
0.000148353114061335,0.000341308562852466,0.000399083748403091,9.97122156617895e-05,2.52684444997374e-05,1.77948055660209e-05
0,6.75089230783559e-06,1.24257403533943e-05,3.28929505885347e-06,1.41492061769717e-06,1.0096157050611e-06
6.45907611680457e-06,3.42528472598875e-05,4.96153043389734e-05,1.67669450997709e-05,3.69956845952273e-06,2.63904406860932e-06
0,5.62201143604017e-06,9.60335669223884e-06,2.24393011973592e-06,9.68905090809581e-07,0
1.49792434198574e-06,1.35906435059052e-05,1.90789070324893e-05,5.02881713482668e-06,1.49492894448301e-06,1.0665411966766e-06
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2.62388602398005e-06,0,0,0
0,0,1.76067204694138e-06,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.000321624898748524,0.000782800834633704,0.000301028629334288,0.000162000557542273,6.56354515396522e-05,4.85688734285466e-05
0.000456940301100315,0.00110955107791561,0.000418336550191725,0.000256092729759348,0.000120121139539166,8.90350222111863e-05
0.00167271382934887,0.00250392379985906,0.00244158587264855,0.0020736468686779,0.00139054857510138,0.000936124286559541
0.000881130453395954,0.000485980430052613,0.00150010859927506,0.000951325298344129,0.000699414175505742,0.000699414175505742
0.00145754653534427,0.000981988980441057,0.00219808187784987,0.000896972186693005,0.00114014615405971,0.000946451277482768
0.000511649944686577,0.00123088680571517,0.00043935041115891,0.000259372965053888,0.000117645820674354,9.14459838583999e-05
0.00111466138584023,0.000793841872568759,0.000749187703643048,0.000518639218876841,0.000369852491062593,0.000252305887833875
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00111416344780365,0.000737528862859135,0.00050341821928739,0.000471209644748342,0.000344673880239866,0.000223782251460123
0.00166726586357732,0.00101212334318534,0.00089459142586868,0.00142020294832274,0.00149747707115124,0.00121579969733143
0.00146332097967615,0.000901991210360776,0.000796859395943539,0.00159048475087066,0.000404000301903816,0.000728890114994762
0.00166488506719791,0.00105134871297437,0.000976595120325749,0.000838663259066339,0.00109772693803536,0.000881737186104728
0.00411932812100333,0.00491570648386054,0.00461583529415481,0.00237741009151947,0.00226863857080321,0.00185093836825991
0.00414121587322624,0.00499800880688307,0.00459739845338178,0.00462387061569605,0.00424228205648268,0.0034117704605511
0.00355655034038416,0.00447380309899683,0.00427792192357723,0.00504998554639404,0.00229213243253109,0.00176106040244774
0.00358221530559118,0.00443759436868133,0.00420330298365081,0.00427303576456562,0.00398152563675716,0.00320673750568367
0.00184160669355123,0.00117030621437657,0.00108300001138588,0.00181798194655399,0.00193885918226635,0.00160398599347937
0.0017249605959271,0.00258381730467929,0.00245016710037449,0.00159590092196164,0.00146127819224681,0.00119159084746529
