"V1","V2","V3","V4","V5","V6","V7"
2.31054515672456e-06,1.80916169876096e-05,5.73702440061427e-05,7.86465693577965e-05,5.05073830178223e-05,3.83517492897822e-05,3.58786680675917e-05
0.000144828675779544,0.000332401315032818,0.000776236383823256,0.000776149391044009,0.000699414175505742,0.000699414175505742,0.000699414175505742
3.0877339883054e-06,2.06721665545411e-05,5.64392312535654e-05,7.38844462541801e-05,4.56994197585176e-05,3.56834610046841e-05,3.36733287084413e-05
0.000148353114061335,0.000341308562852466,0.000780602527881241,0.000754377279820254,0.000699414175505742,0.000699414175505742,0.000699414175505742
0,6.75089230783559e-06,2.05342366739792e-05,2.96539636655011e-05,1.87012725831419e-05,1.50617184113236e-05,1.43206634110244e-05
6.45907611680457e-06,3.42528472598875e-05,8.2774763579868e-05,8.88337952478718e-05,5.22573932797013e-05,4.10566408770295e-05,3.81196909821467e-05
0,5.62201143604017e-06,1.60620731742366e-05,1.8365096708051e-05,1.24023901383674e-05,8.17557401033236e-06,7.79136120617328e-06
1.49792434198574e-06,1.35906435059052e-05,3.33692977185809e-05,3.37537008798469e-05,1.828204415391e-05,1.42740989400513e-05,1.34671797588958e-05
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,1.75228669168591e-06,0,0,0
0,0,0,9.59397519716012e-07,0,0,0
0,0,2.62388602398005e-06,5.8259892689159e-06,3.89477297166497e-06,3.46184036913583e-06,3.36741050367006e-06
0,0,1.76067204694138e-06,6.86689987441133e-06,3.24223484511863e-06,2.88891559750643e-06,2.81019545813974e-06
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
