"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,0,0.000775079704235039,0.000769629217352076,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0
0,0,0.000779256577262036,0.000748088419095788,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.000782800834633704,0.00128683435611275,0.00123306854266767,0.000786099242246513,0.000699414175505742
0,0.00110955107791561,0.00176698647437185,0.00177446152463766,0.00123858738769604,0.00114108446630862
0.00167271382934887,0.00250109996554511,0.00338332652074633,0.0038846818850301,0.00342186727313477,0.00304975089683393
0.000881130453395954,0.00146521417252955,0.00222004206279802,0.00216975902597979,0.00158133787040603,0.00147876944379697
0.00145754653534427,0.00227479753400476,0.0031253230730351,0.003772635721732,0.00488165182446772,0.00444875224740118
0,0.00122968933201599,0.00190604458801204,0.00184414631492764,0.0013095414793196,0.00122479423204192
0.00111466138584023,0.00182635232553615,0.00258618688634447,0.00317689858672388,0.00297504779961946,0.00263018864810607
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00111416344780365,0.00170710476826512,0.00232642818194178,0.00286853039190425,0.00261476649172856,0.00223413106758999
0.00166726586357732,0.00233911838376174,0.00301338181974325,0.00520195610905082,0.00573138095343168,0.00492009728094783
0.00146332097967615,0.00207447156160236,0.0027001687959837,0.00303119736688213,0.00258239370183185,0.00213506535573701
0.00166488506719791,0.00242258125979537,0.00324157832726577,0.0037847773368224,0.00460869732345392,0.00287413663552902
0.00411932812100333,0.00491067956932636,0.00579200063473875,0.00797480269912937,0.00846324784054971,0.00730283858892585
0.00414121587322624,0.0049894198039573,0.00575840509476881,0.00691156754788423,0.00665455241732313,0.00572300260693427
0.00355655034038416,0.00446762337713498,0.00539235463325771,0.00758584085548372,0.00824109143487239,0.00720381468727791
0.00358221530559118,0.00442643886934267,0.0053036005982945,0.00643057067372393,0.00644416894868743,0.00562114116186556
0.00184160669355123,0.00269978055670159,0.00362234791065428,0.00672494072013446,0.00763071326445303,0.0067485997561798
0.0017249605959271,0.00257158417337879,0.00341608608017014,0.0056553134081139,0.00588483229156221,0.00520072751092268
0.00146094930648303,0.00222535286736138,0.00299097119524071,0.00567784055057595,0.00670150084021951,0.00592249778183939
0.00164789657056313,0.00238735690024811,0.00313426194006546,0.00612246694607958,0.00700733521393089,0.00612689220066429
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00121639713983938
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.0311207724231458,0.0711692145950057
0,0,0,0.00711799392093697,0.0688161372282486,0.138428807380334
0.00171377186225666,0.00239584224419361,0.0031004239375677,0.0025507711460704,0.00162453753562201,0.00141467482235115
0.000847657030202913,0.00150849944234105,0.00214255884142245,0.00209404445102236,0.00144372902997044,0.00128441448511489
0.000705138720589558,0.00120641990688825,0.00170699073450611,0.00157191832193616,0.000920230737507265,0.000760489326750997
0.000713664070019551,0.00131805303741561,0.00190320726905157,0.00186681729220705,0.0013329831269441,0.00121649918956205
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.014298508729898,0.034594262798881
0,0.000958648357965631,0.00150565292230162,0.00147355654435695,0.00100276284616653,0.000916032011938923
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.000735444388254793
0,0,0,0,0,0
0,0,0,0.0173036831729737,0.118922979473402,0.2215550999635
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.000830350934263057,0.000782901508547578,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.000854575476479214,0.000744814695303414,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.000711027326860271,0.00105518168300358,0.000949264304445613,0.000699414175505742,0.000699414175505742
