"V1","V2","V3","V4","V5","V6","V7","V8"
0,0,0,0,0,0,0,0
0,0,7.06853496070098e-05,5.35255538990503e-05,1.14847011731348e-05,7.97716773576055e-06,1.67050228653469e-06,4.74784011126646e-06
0,0,0,0,0,0,0,0
0,5.12893950628393e-06,8.27069391547832e-05,5.94502066004753e-05,8.31999965928832e-06,6.32413895711182e-06,2.99539171535513e-06,2.94422599611649e-06
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3.7431529376559e-06,4.37220742746481e-06,1.89022517460468e-06,1.20925347183843e-06,9.77384922349611e-07,9.98514934372955e-07
0,0,2.995033670712e-06,0,0,0,0,0
0,0,3.63241592373094e-06,4.22628689320232e-06,1.81908082107652e-06,1.16247971700974e-06,9.38534155801835e-07,9.5772731016167e-07
0,0,3.40040513250094e-06,3.92006217395567e-06,1.66968789783005e-06,1.06429947848101e-06,8.57020876565677e-07,8.72193444475068e-07
0,0,4.35845674156075e-06,5.21709956877591e-06,2.32002017365004e-06,1.49385055400984e-06,1.21549625078493e-06,1.25034511081892e-06
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3.29586873409058e-06,3.84998480919337e-06,1.66764871164062e-06,2.74518033507112e-06,8.5895298975625e-07,2.659710209846e-06
0,0,0,0,0,0,0,0
0,0,3.93007507558437e-06,4.68403546587941e-06,2.07480083018059e-06,1.33242749147144e-06,1.08122382854281e-06,1.10915093374496e-06
0,0,4.1476621308734e-06,4.91358778214593e-06,2.15861434505943e-06,1.38621544683305e-06,1.12480598514579e-06,1.15375380163611e-06
0,0,3.94762569920178e-06,4.64692526596047e-06,2.0268577992796e-06,1.29930394968138e-06,1.05236906805864e-06,1.07743747629918e-06
0,0,3.14488342764408e-06,3.6196957012627e-06,1.54059404173633e-06,9.81141384604978e-07,0,0
0,0,0,0,0,0,0,0
0,0,3.82705293686596e-06,4.46680696208372e-06,1.92850384445499e-06,1.23380808000137e-06,9.97271299914479e-07,1.0188574606876e-06
0,0,4.17671038888313e-06,4.93299521337716e-06,2.15856542804926e-06,1.38553728641027e-06,1.12370105467178e-06,1.15201958179423e-06
0,0,4.10904313535038e-06,4.84234827343043e-06,2.11358686996843e-06,1.35584569785042e-06,1.09893623981363e-06,1.12590955898676e-06
0,0,4.16837650014653e-06,4.92335577120458e-06,2.15454916168643e-06,1.38289063220089e-06,1.12149771387767e-06,1.1497012771492e-06
0,0,3.9828418879531e-06,4.69124342982976e-06,2.04745516435543e-06,1.31246918967424e-06,1.0629906120113e-06,1.08825822563477e-06
0,0,4.30516880834736e-06,5.10788635127345e-06,2.24678800899741e-06,1.4438093325147e-06,1.1723333896244e-06,1.20332596345893e-06
0,0,4.46042348459554e-06,5.33074634105933e-06,2.36500674624699e-06,1.52210875697244e-06,1.23786175226324e-06,1.27265194834919e-06
0,0,4.67663190508421e-06,5.61026796040516e-06,2.49883551000424e-06,1.61066186958487e-06,1.31190342958812e-06,1.35091643547495e-06
0,0,4.56978433967205e-06,5.48253416595465e-06,2.44317149394427e-06,1.57389934327558e-06,1.28122335562973e-06,1.31854768790603e-06
0,0,4.57891582490917e-06,5.49485393452218e-06,2.44934169543261e-06,1.5779836412428e-06,1.28463956410415e-06,1.32215993880222e-06
0,0,4.32086480454521e-06,5.15231758141723e-06,2.28057885244666e-06,1.46626182785674e-06,1.19118346370289e-06,1.22333111331216e-06
0,0,4.01637923759718e-06,4.73601509300725e-06,2.06959649107968e-06,1.32701663585041e-06,1.07506661962446e-06,1.10092919482882e-06
0,0,4.43253368297708e-06,5.29927965990076e-06,2.35233312941099e-06,1.51387372902792e-06,1.23110266789527e-06,1.26564125595206e-06
0,0,0,0,0,0,0,0
0,0,9.59289667298501e-06,1.10247394957517e-05,4.04911810089932e-06,3.0253352535267e-06,2.67224135409247e-06,2.70697147916233e-06
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
