"V1","V2","V3","V4","V5","V6","V7"
0,0,0,0,0,0,0
0,2.41517046701797e-06,6.27692689660622e-05,3.75147980740822e-05,5.65718442248395e-06,7.18575749437778e-06,0
0,0,0,8.49372196554546e-07,0,0,0
0,2.86468070150818e-06,6.20126920170072e-05,3.54730309878553e-05,4.17916498120767e-06,8.14550109126767e-06,0
0,0,0,0,0,0,0
0,0,0,1.29136253324886e-06,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,2.15921588474649e-05,0.000127716750470772,6.89233857810271e-05,1.99726764762963e-05,1.54527930915528e-05,0
0,2.41874698444044e-05,0.000189420467694201,0.000109856632886053,3.99754352231312e-05,3.23493552978993e-05,0
0,0.000403522171592006,0.000938454235839269,8.93887060600147e-05,2.99626989416997e-05,0.000141939082786752,1.63852692465874e-05
0,9.55810839485184e-05,0.000266795702993194,0.000130585081720073,4.96568586238806e-05,5.03675099526093e-05,0
0,0.00035406839996563,0.000805908230004134,8.37766715094271e-05,3.08488063580319e-05,0.000156070261029065,1.80340815972895e-05
0,7.9906296504525e-05,0.000210396466763514,0.000106408386718544,3.69669402617882e-05,4.54865382273151e-05,0
0,0.000228025444006761,0.000452767170559384,6.31611429195368e-05,0.000233734511412571,0.000142891772698123,1.66045957084656e-05
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.000164426531098073,0.000393667083280358,0.000299825715487822,3.38782744119973e-05,7.9293844790598e-05,1.58523214395216e-05
0,0.000405223619131359,0.000932639393200723,0.000793915568290495,0.000187115289559091,0.000133602918900069,0.000117839124658447
0,0.000299768593160161,0.000786683680547331,0.000699414175505742,0.000699414175505742,0.000699414175505742,0.000699414175505742
0,0.000393214465153443,0.000931145170438793,0.000699414175505742,5.22964485002176e-05,0.000115930141599981,1.7231173631318e-05
0,0.00254157187682107,0.000358167138289687,0.000249767444087864,0.000253999757320321,0.000210450174279038,0.000185721750399924
0,0.00264561358786765,0.00037400536353882,0.000212338296496069,0.000181619545827121,0.00015040585092086,0.00164677173231563
0,0.00212803726448488,0.000310471309534154,0.0027168226428845,0.00295422136246934,0.000306505196102643,0.000173683686702052
0,0.00212179016369609,0.000317492367996774,0.000185977124008662,0.000165350900783648,0.00013769773317712,0.000117949913103585
0,0.000487977559136216,0.000109657443161022,0.000189509834574913,0.000213141872841017,0.00017953327015408,0.000152701384092379
0,0.000434883101551698,0.000994492878596318,0.000112904087801538,0.000147099494551395,0.000124029724808682,7.69252107453839e-06
0,0.000384231856350397,0.000805367274412271,0.000111715410847258,0.00235558306419499,0.00025973782281529,0.000138972910697551
0,0.000503027090778272,0.000108220575998423,0.00234881995020097,0.000315373311012723,0.000178810331753859,0.000154613272250533
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,7.72739665959357e-06,4.00852066629774e-06,0,0,0
0,3.36503508141276e-06,6.7731552903188e-05,3.56958235011394e-05,8.57722001823697e-06,3.41613426352727e-06,0
0,0,5.05451373109519e-06,3.16504586720278e-06,0,0,0
0,0,0,0,0.00397267957566387,0.00549481171565227,0.00754064176416111
0,0,0,0,0.00378893435623861,0.00528192517203753,0.00726749822287471
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.00826234276291552,0.053995484607802,0.107939451405151,0.176978145683941
0,0,0,0.0200769176298752,0.0873605300035206,0.160759157428629,0.252079301168552
0,0.000439765651500329,0.000982722059723111,6.22778240983499e-05,4.69034167457003e-05,2.95104731454101e-05,0
0,5.04097905056393e-05,0.000299222514643925,0.000109363142211015,4.1817250299341e-05,3.04492510573092e-05,0
0,7.15538064984937e-05,0.000222189201219858,7.29716801212479e-05,2.03441432865391e-05,1.31425039765666e-05,0
0,3.85498784557094e-05,0.000237585736655483,9.70458965166768e-05,5.31446670819537e-05,3.26686823509494e-05,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.00266559030440889,0.0328586660549731,0.0447538378565447,0.0600296604924759
0,2.11034291918329e-05,0.000171739387318464,9.30517051404173e-05,3.2444945964222e-05,1.93760620721095e-05,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
