"V1","V2","V3","V4","V5","V6","V7"
0,0,0,0,0,0,0
0,2.41517046701797e-06,6.27692689660622e-05,8.27511090524645e-05,3.22793759937253e-05,1.60378869806942e-05,1.40917473852006e-05
0,0,0,8.9235838008035e-07,0,0,0
0,2.86468070150818e-06,6.20126920170072e-05,7.97332553636178e-05,2.77798411282956e-05,1.76856662316219e-05,1.55009165707066e-05
0,0,0,0,0,0,0
0,0,0,1.35671756497436e-06,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,2.15921588474649e-05,0.000127716750470772,0.000171145453655885,0.00010177422930518,7.43389752762655e-05,6.49539499615726e-05
0,2.41874698444044e-05,0.000189420467694201,0.000286072855180219,0.000196664658864227,0.000150374999869047,0.000130243912006918
0,0.000403522171592006,0.000985235765047266,0.00123760792087573,0.000995046578773757,0.000778031671494989,0.000699414175505742
0,9.55810839485184e-05,0.000275164912835683,0.00034785365209252,0.000250086913118007,0.000216968497558263,0.000188614932889663
0,0.00035406839996563,0.000846694729986641,0.00116125421512087,0.00101939886192515,0.000824924570654967,0.000699414175505742
0,7.9906296504525e-05,0.000217590735389825,0.000276419016195508,0.000190126410308429,0.000179107359138408,0.000156374074616995
0,0.000228025444006761,0.00046953947829767,0.000943054129846079,0.000806898114978765,0.000699414175505742,0.000699414175505742
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.000164426531098073,0.000410985179477354,0.000828195978494298,0.000749460042913589,0.000699414175505742,0.000699414175505742
0,0.000405223619131359,0.000980895264986155,0.00150600098622031,0.00272685913452263,0.00238677740752209,0.00218855581723746
0,0.000299768593160161,0.000827600306287727,0.00103706499474244,0.000737403593878086,0.000699414175505742,0.000699414175505742
0,0.000393214465153443,0.000978784049833442,0.00125678897398748,0.000975215720223248,0.000738985941410757,0.000699414175505742
0,0.00254157187682107,0.00319876400666006,0.00427019760956582,0.00445018459119795,0.00378510166799073,0.00346526650244604
0,0.00264561358786765,0.00323497724095848,0.00351846750500611,0.00321803373281608,0.00280014925536981,0.00255232193969051
0,0.00212803726448488,0.00276005584255195,0.00381564219154681,0.00420907473606354,0.0036204900868492,0.00329598010859571
0,0.00212179016369609,0.0027592095508765,0.00315705410852374,0.00296792506211017,0.00265173148873525,0.00241659786196326
0,0.000487977559136216,0.00117828115098774,0.00326724331795512,0.00375980940067884,0.0032822593173536,0.00300268016694011
0,0.000434883101551698,0.00104626790858004,0.00158404903531984,0.00265129398057389,0.00243110564348012,0.00095980353684408
0,0.000384231856350397,0.000847440103701835,0.00153365060613439,0.00322711300580144,0.00289462340852689,0.00265088122231029
0,0.000503027090778272,0.00108139571385363,0.00309105556890413,0.0035811752132928,0.00316622077545425,0.00288313930112646
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,7.72739665959357e-06,4.21113431771957e-06,0,0,0
0,3.36503508141276e-06,6.7731552903188e-05,8.09251671663232e-05,3.43877091157291e-05,1.50292555023137e-05,1.29587520836125e-05
0,0,5.05451373109519e-06,3.3247652073919e-06,0,0,0
0,0,0,0,0.00459120827606185,0.012105324146961,0.0237337319321883
0,0,0,0,0.00429231746069816,0.00996727675636508,0.0179734726595178
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.010223888520304,0.0769483425715197,0.147665194798871,0.238051971695332
0,0,0,0.0266373678983969,0.129717661523438,0.228161647131359,0.349614478651674
0,0.000439765651500329,0.0010360234999753,0.000699414175505742,0.000699414175505742,0.000699414175505742,0.000699414175505742
0,5.04097905056393e-05,0.000301725049941782,0.000398589587236049,0.000254394690542941,0.000261968037737512,0.000228584452286655
0,7.15538064984937e-05,0.000230280013299348,0.000247857615105844,0.000121206545719039,0.00012544428710831,0.000109894032374912
0,3.85498784557094e-05,0.000237585736655483,0.000331740078595222,0.000233806355035808,0.000258119438152529,0.000226336790498704
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0.00303575140208862,0.0434318775068192,0.0894890785602504,0.14955145636783
0,2.11034291918329e-05,0.000171739387318464,0.000240303306983764,0.000156227725451261,0.000109911019398988,9.47884084119874e-05
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0.00343590639136515,0.00887099955566981,0.0171031276583662
0,0,0,0,0.00202160305807448,0.00485424885651522,0.00899212156683661
0,0,0,0.0515668614773662,0.199759871577678,0.329710034131007,0.485699916727896
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,1.41889518544328e-05,0.000202998446601357,0.000418267525567261
0,0,0,0,0,9.44893653904769e-06,2.26886723418615e-05
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,6.81789843351703e-06,1.55343014752836e-06,1.07709737234152e-06,0,0
0,3.17899527521322e-06,4.2827101233608e-05,3.64722097658556e-05,1.47483962823419e-05,5.92691813972849e-06,5.15599587315764e-06
0,0,2.19797496473261e-05,1.37601838703197e-05,5.93479130487499e-06,0,0
